idx,radioname,ra,dec,Label
S0556,J144228.67+294556.4,14 42 28.67,+29 45 56.4,nat
S0557,J144453.30+540617.2,14 44 53.30,+54 06 17.2,nat
S0558,J145144.40+162246.9,14 51 44.40,+16 22 46.9,nat
S0559,J145215.40+502225.0,14 52 15.40,+50 22 25.0,nat
S0560,J145238.29+073331.6,14 52 38.29,+07 33 31.6,nat
S0561,J145842.16+100624.2,14 58 42.16,+10 06 24.2,nat
S0562,J150050.73+124147.7,15 00 50.73,+12 41 47.7,nat
S0563,J150233.40+425556.5,15 02 33.40,+42 55 56.5,nat
S0564,J150547.86+154650.8,15 05 47.86,+15 46 50.8,nat
S0565,J150957.37+332715.0,15 09 57.37,+33 27 15.0,nat
S0566,J151449.36+101703.2,15 14 49.36,+10 17 03.2,nat
S0567,J152055.66+233725.2,15 20 55.66,+23 37 25.2,nat
S0568,J152441.55+095736.8,15 24 41.55,+09 57 36.8,nat
S0569,J152614.82+043830.2,15 26 14.82,+04 38 30.2,nat
S0570,J153008.02+452552.8,15 30 08.02,+45 25 52.8,nat
S0571,J153030.66+321056.6,15 30 30.66,+32 10 56.6,nat
S0573,J153631.19-020506.3,15 36 31.19,-02 05 06.3,nat
S0574,J153928.61+180559.2,15 39 28.61,+18 05 59.2,nat
S0575,J154141.70+030103.0,15 41 41.70,+03 01 03.0,nat
S0576,J154409.94+175504.8,15 44 09.94,+17 55 04.8,nat
S0577,J154446.24+604219.9,15 44 46.24,+60 42 19.9,nat
S0578,J154547.40-023759.6,15 45 47.40,-02 37 59.6,nat
S0579,J154553.98+030912.3,15 45 53.98,+03 09 12.3,nat
S0580,J154630.86+262031.3,15 46 30.86,+26 20 31.3,nat
S0581,J154849.35+361035.4,15 48 49.35,+36 10 35.4,nat
S0582,J155020.46+151614.1,15 50 20.46,+15 16 14.1,nat
S0583,J155154.65+402518.9,15 51 54.65,+40 25 18.9,nat
S0584,J155345.53+153013.6,15 53 45.53,+15 30 13.6,nat
S0586,J155522.00+453100.8,15 55 22.00,+45 31 00.8,nat
S0589,J160340.50+313300.7,16 03 40.50,+31 33 00.7,nat
S0590,J160723.84+344210.9,16 07 23.84,+34 42 10.9,nat
S0591,J160930.66+614419.5,16 09 30.66,+61 44 19.5,nat
S0592,J161039.03+120318.8,16 10 39.03,+12 03 18.8,nat
S0593,J161102.89+041503.1,16 11 02.89,+04 15 03.1,nat
S0594,J161335.02+192105.8,16 13 35.02,+19 21 05.8,nat
S0595,J161610.48+090655.3,16 16 10.48,+09 06 55.3,nat
S0596,J161637.83+422655.7,16 16 37.83,+42 26 55.7,nat
S0597,J162346.00+111047.4,16 23 46.00,+11 10 47.4,nat
S0598,J162523.45+093229.2,16 25 23.45,+09 32 29.2,nat
S0599,J163402.06+062639.3,16 34 02.06,+06 26 39.3,nat
S0600,J163930.32+534654.9,16 39 30.32,+53 46 54.9,nat
S0601,J164044.33+463406.5,16 40 44.33,+46 34 06.5,nat
S0602,J164053.90+324728.4,16 40 53.90,+32 47 28.4,nat
S0603,J164330.08+140614.2,16 43 30.08,+14 06 14.2,nat
S0604,J165036.46+330300.1,16 50 36.46,+33 03 00.1,nat
S0605,J165205.38+305517.0,16 52 05.38,+30 55 17.0,nat
S0607,J170047.39+444242.0,17 00 47.39,+44 42 42.0,nat
S0608,J170332.97+413957.6,17 03 32.97,+41 39 57.6,nat
S0609,J170451.26+245233.6,17 04 51.26,+24 52 33.6,nat
S0610,J171013.72+402203.4,17 10 13.72,+40 22 03.4,nat
S0611,J171316.01+634737.5,17 13 16.01,+63 47 37.5,nat
S0612,J172152.24+472636.8,17 21 52.24,+47 26 36.8,nat
S0613,J172552.31+494911.7,17 25 52.31,+49 49 11.7,nat
S0614,J172613.09+453028.8,17 26 13.09,+45 30 28.8,nat
S0615,J172802.55+404547.1,17 28 02.55,+40 45 47.1,nat
S0616,J172921.19+541526.1,17 29 21.19,+54 15 26.1,nat
S0617,J173343.25+422912.1,17 33 43.25,+42 29 12.1,nat
S0618,J205845.62+093009.9,20 58 45.62,+09 30 09.9,nat
S0620,J212616.07-071046.4,21 26 16.07,-07 10 46.4,nat
S0621,J213726.40-013414.7,21 37 26.40,-01 34 14.7,nat
S0622,J213926.27-074223.4,21 39 26.27,-07 42 23.4,nat
S0623,J215250.62+090759.7,21 52 50.62,+09 07 59.7,nat
S0624,J215422.62+003710.8,21 54 22.62,+00 37 10.8,nat
S0625,J215526.18+084648.5,21 55 26.18,+08 46 48.5,nat
S0626,J215541.97+123128.6,21 55 41.97,+12 31 28.6,nat
S0627,J215934.35-054254.3,21 59 34.35,-05 42 54.3,nat
S0628,J222235.28+143535.4,22 22 35.28,+14 35 35.4,nat
S0629,J222421.97+012631.3,22 24 21.97,+01 26 31.3,nat
S0630,J223424.76+055242.5,22 34 24.76,+05 52 42.5,nat
S0631,J223902.43-093235.6,22 39 02.43,-09 32 35.6,nat
S0633,J230046.83+142602.8,23 00 46.83,+14 26 02.8,nat
S0634,J230429.26-095204.8,23 04 29.26,-09 52 04.8,nat
S0635,J231015.98+144122.3,23 10 15.98,+14 41 22.3,nat
S0636,J233236.03+101627.8,23 32 36.03,+10 16 27.8,nat
S0637,J234654.00-015409.4,23 46 54.00,-01 54 09.4,nat
S0638,J234802.21+115722.9,23 48 02.21,+11 57 22.9,nat
