idx,radioname,ra,dec,Label
M0668,J161531.36+272657.3,16 15 31.36,+27 26 57.3,sfrii
M0670,J160410.90+300626.0,16 04 10.90,+30 06 26.0,sfrii
M0671,J160056.49+300119.2,16 00 56.49,+30 01 19.2,sfrii
M0676,J084632.46+293555.4,08 46 32.46,+29 35 55.4,sfrii
M0680,J101415.96+105105.7,10 14 15.96,+10 51 05.7,sfrii
M0684,J112111.91+114549.7,11 21 11.91,+11 45 49.7,sfrii
M0686,J114027.74+120308.3,11 40 27.74,+12 03 08.3,sfrii
M0694,J113136.12+075255.6,11 31 36.12,+07 52 55.6,sfrii
M0695,J113524.93+065441.4,11 35 24.93,+06 54 41.4,sfrii
M0697,J114628.70+065305.5,11 46 28.70,+06 53 05.5,sfrii
M0704,J142303.37+352245.8,14 23 03.37,+35 22 45.8,sfrii
M0705,J143849.41+341554.1,14 38 49.41,+34 15 54.1,sfrii
M0706,J144044.93+351402.6,14 40 44.93,+35 14 02.6,sfrii
M0707,J144948.90+335126.8,14 49 48.90,+33 51 26.8,sfrii
M0708,J145558.29+323732.6,14 55 58.29,+32 37 32.6,sfrii
M0717,J153010.27+290030.2,15 30 10.27,+29 00 30.2,sfrii
M0722,J155852.66+262619.0,15 58 52.66,+26 26 19.0,sfrii
M0727,J145321.86+465442.1,14 53 21.86,+46 54 42.1,sfrii
M0728,J150927.76+444507.6,15 09 27.76,+44 45 07.6,sfrii
M0729,J151454.08+420047.3,15 14 54.08,+42 00 47.3,sfrii
M0731,J155437.01+374406.0,15 54 37.01,+37 44 06.0,sfrii
M0734,J162318.81+333018.6,16 23 18.81,+33 30 18.6,sfrii
M0736,J170307.26+243747.5,17 03 07.26,+24 37 47.5,sfrii
M0741,J164857.36+260441.1,16 48 57.36,+26 04 41.1,sfrii
M0743,J125721.88+122820.6,12 57 21.88,+12 28 20.6,sfrii
M0748,J140543.14+135811.6,14 05 43.14,+13 58 11.6,sfrii
M0749,J141231.77+140041.1,14 12 31.77,+14 00 41.1,sfrii
M0757,J145752.77+111809.5,14 57 52.77,+11 18 09.5,sfrii
M0759,J145942.30+114210.9,14 59 42.30,+11 42 10.9,sfrii
M0762,J153209.39+082556.1,15 32 09.39,+08 25 56.1,sfrii
M0772,J160742.63+072853.8,16 07 42.63,+07 28 53.8,sfrii
M0773,J161353.95+080335.5,16 13 53.95,+08 03 35.5,sfrii
M0782,J091232.45+093648.5,09 12 32.45,+09 36 48.5,sfrii
M0783,J092311.02+103042.6,09 23 11.02,+10 30 42.6,sfrii
M0785,J093642.00+111351.0,09 36 42.00,+11 13 51.0,sfrii
M0789,J100713.26+124713.2,10 07 13.26,+12 47 13.2,sfrii
M0794,J103955.28+141854.6,10 39 55.28,+14 18 54.6,sfrii
M0796,J104434.64+144204.1,10 44 34.64,+14 42 04.1,sfrii
M0797,J110253.95+125904.1,11 02 53.95,+12 59 04.1,sfrii
M0801,J083618.66+090920.8,08 36 18.66,+09 09 20.8,sfrii
M0809,J120812.94+144924.6,12 08 12.94,+14 49 24.6,sfrii
M0810,J121104.11+154655.3,12 11 04.11,+15 46 55.3,sfrii
M0812,J124411.12+142857.0,12 44 11.12,+14 28 57.0,sfrii
M0813,J124150.18+160019.6,12 41 50.18,+16 00 19.6,sfrii
M0815,J081343.62+525738.2,08 13 43.62,+52 57 38.2,sfrii
M0818,J084803.34+580948.2,08 48 03.34,+58 09 48.2,sfrii
M0824,J124251.04+110103.9,12 42 51.04,+11 01 03.9,sfrii
M0825,J125649.06+093006.4,12 56 49.06,+09 30 06.4,sfrii
M0826,J125724.19+063115.0,12 57 24.19,+06 31 15.0,sfrii
M0827,J130740.54+061242.2,13 07 40.54,+06 12 42.2,sfrii
M0830,J131459.44+061619.2,13 14 59.44,+06 16 19.2,sfrii
M0831,J131509.85+084053.3,13 15 09.85,+08 40 53.3,sfrii
M0836,J134503.03+094724.0,13 45 03.03,+09 47 24.0,sfrii
M0837,J135110.82+072846.1,13 51 10.82,+07 28 46.1,sfrii
M0842,J141400.22+091502.6,14 14 00.22,+09 15 02.6,sfrii
M0843,J141947.90+081423.4,14 19 47.90,+08 14 23.4,sfrii
M0846,J144409.86+081357.4,14 44 09.86,+08 13 57.4,sfrii
M0849,J151100.03+075150.2,15 11 00.03,+07 51 50.2,sfrii
M0850,J152348.13+053443.8,15 23 48.13,+05 34 43.8,sfrii
M0852,J155344.32+044234.1,15 53 44.32,+04 42 34.1,sfrii
M0854,J161057.12+032202.8,16 10 57.12,+03 22 02.8,sfrii
M0862,J145108.89+045701.4,14 51 08.89,+04 57 01.4,sfrii
M0866,J151727.64+061932.7,15 17 27.64,+06 19 32.7,sfrii
M0868,J141802.63+331247.6,14 18 02.63,+33 12 47.6,sfrii
M0874,J160907.23+223750.7,16 09 07.23,+22 37 50.7,sfrii
M0878,J072741.92+443401.7,07 27 41.92,+44 34 01.7,sfrii
M0879,J075628.80+501716.3,07 56 28.80,+50 17 16.3,sfrii
M0880,J075529.95+520450.6,07 55 29.95,+52 04 50.6,sfrii
M0881,J080347.28+534808.7,08 03 47.28,+53 48 08.7,sfrii
M0882,J081245.94+574751.0,08 12 45.94,+57 47 51.0,sfrii
M0886,J080107.20+175849.8,08 01 07.20,+17 58 49.8,sfrii
M0893,J083851.16+252714.3,08 38 51.16,+25 27 14.3,sfrii
M0894,J084606.05+255453.5,08 46 06.05,+25 54 53.5,sfrii
M0897,J092841.54+280017.9,09 28 41.54,+28 00 17.9,sfrii
M0899,J092636.65+262802.9,09 26 36.65,+26 28 02.9,sfrii
M0901,J095651.58+283139.6,09 56 51.58,+28 31 39.6,sfrii
M0905,J101215.75+294902.7,10 12 15.75,+29 49 02.7,sfrii
M0910,J104340.21+305258.4,10 43 40.21,+30 52 58.4,sfrii
M0913,J113613.05+400235.8,11 36 13.05,+40 02 35.8,sfrii
M0921,J124951.05+332320.5,12 49 51.05,+33 23 20.5,sfrii
M0926,J110842.45+302357.2,11 08 42.45,+30 23 57.2,sfrii
M0930,J133623.85+342220.7,13 36 23.85,+34 22 20.7,sfrii
M0933,J113857.71+372837.0,11 38 57.71,+37 28 37.0,sfrii
M0934,J114418.04+380448.0,11 44 18.04,+38 04 48.0,sfrii
M0937,J132423.80+301029.0,13 24 23.80,+30 10 29.0,sfrii
M0942,J113936.53+360747.4,11 39 36.53,+36 07 47.4,sfrii
M0948,J130551.85+362252.8,13 05 51.85,+36 22 52.8,sfrii
M0950,J134041.04+285207.5,13 40 41.04,+28 52 07.5,sfrii
M0951,J130344.32+375614.7,13 03 44.32,+37 56 14.7,sfrii
M0953,J124223.95+365002.7,12 42 23.95,+36 50 02.7,sfrii
M0956,J115352.84+381148.6,11 53 52.84,+38 11 48.6,sfrii
M0959,J125412.14+363100.2,12 54 12.14,+36 31 00.2,sfrii
M0966,J080520.22+164743.3,08 05 20.22,+16 47 43.3,sfrii
M0969,J090435.03+250017.4,09 04 35.03,+25 00 17.4,sfrii
M0971,J120732.93+335240.2,12 07 32.93,+33 52 40.2,sfrii
M0974,J131439.84+333005.6,13 14 39.84,+33 30 05.6,sfrii
M0976,J134251.68+311052.6,13 42 51.68,+31 10 52.6,sfrii
M0982,J113309.41+334312.4,11 33 09.41,+33 43 12.4,sfrii
M0984,J132602.40+364759.3,13 26 02.40,+36 47 59.3,sfrii
M0990,J135013.59+281645.0,13 50 13.59,+28 16 45.0,sfrii
M0992,J134816.89+260303.0,13 48 16.89,+26 03 03.0,sfrii
M1000,J140411.97+320609.5,14 04 11.97,+32 06 09.5,sfrii
M1008,J142653.85+242713.9,14 26 53.85,+24 27 13.9,sfrii
M1013,J143249.03+270554.6,14 32 49.03,+27 05 54.6,sfrii
M1018,J145753.82+283218.7,14 57 53.82,+28 32 18.7,sfrii
M1021,J150146.57+243916.1,15 01 46.57,+24 39 16.1,sfrii
M1024,J150022.78+220027.4,15 00 22.78,+22 00 27.4,sfrii
M1027,J145929.55+241809.2,14 59 29.55,+24 18 09.2,sfrii
M1031,J151414.69+232708.4,15 14 14.69,+23 27 08.4,sfrii
M1032,J152245.61+194220.4,15 22 45.61,+19 42 20.4,sfrii
M1034,J153007.97+231616.0,15 30 07.97,+23 16 16.0,sfrii
M1036,J154328.58+225232.7,15 43 28.58,+22 52 32.7,sfrii
M1037,J155307.15+195420.4,15 53 07.15,+19 54 20.4,sfrii
M1039,J155943.95+210649.4,15 59 43.95,+21 06 49.4,sfrii
M1044,J160909.44+162549.9,16 09 09.44,+16 25 49.9,sfrii
M1047,J163016.56+143511.0,16 30 16.56,+14 35 11.0,sfrii
M1049,J161355.55+200923.2,16 13 55.55,+20 09 23.2,sfrii
M1057,J110610.12+251156.4,11 06 10.12,+25 11 56.4,sfrii
M1058,J111508.46+283346.5,11 15 08.46,+28 33 46.5,sfrii
M1059,J111714.39+253145.3,11 17 14.39,+25 31 45.3,sfrii
M1060,J112527.07+271453.8,11 25 27.07,+27 14 53.8,sfrii
M1064,J115812.96+300626.0,11 58 12.96,+30 06 26.0,sfrii
M1065,J120228.43+270754.3,12 02 28.43,+27 07 54.3,sfrii
M1069,J120649.96+272934.8,12 06 49.96,+27 29 34.8,sfrii
M1070,J120301.65+283546.1,12 03 01.65,+28 35 46.1,sfrii
M1075,J124319.72+301430.8,12 43 19.72,+30 14 30.8,sfrii
M1078,J130353.35+274727.2,13 03 53.35,+27 47 27.2,sfrii
M1080,J075931.60+122815.1,07 59 31.60,+12 28 15.1,sfrii
M1082,J080404.52+153334.6,08 04 04.52,+15 33 34.6,sfrii
M1091,J085018.89+165023.5,08 50 18.89,+16 50 23.5,sfrii
M1092,J084629.57+162523.1,08 46 29.57,+16 25 23.1,sfrii
M1094,J085244.02+181148.3,08 52 44.02,+18 11 48.3,sfrii
M1095,J090123.32+191417.2,09 01 23.32,+19 14 17.2,sfrii
M1097,J090443.75+195607.9,09 04 43.75,+19 56 07.9,sfrii
M1099,J091415.24+211639.8,09 14 15.24,+21 16 39.8,sfrii
M1101,J094033.35+220002.2,09 40 33.35,+22 00 02.2,sfrii
M1102,J092747.89+231405.7,09 27 47.89,+23 14 05.7,sfrii
M1106,J095419.20+271560.0,09 54 19.20,+27 15 60.0,sfrii
M1107,J100551.15+241911.4,10 05 51.15,+24 19 11.4,sfrii
M1110,J095858.02+281907.2,09 58 58.02,+28 19 07.2,sfrii
M1114,J104254.03+282559.1,10 42 54.03,+28 25 59.1,sfrii
M1115,J110035.09+253911.1,11 00 35.09,+25 39 11.1,sfrii
M1116,J105908.15+263415.0,10 59 08.15,+26 34 15.0,sfrii
M1117,J110007.46+263003.0,11 00 07.46,+26 30 03.0,sfrii
M1118,J092600.52+190307.4,09 26 00.52,+19 03 07.4,sfrii
M1121,J103148.68+225231.5,10 31 48.68,+22 52 31.5,sfrii
M1124,J093238.30+161157.2,09 32 38.30,+16 11 57.2,sfrii
M1126,J092611.27+170357.9,09 26 11.27,+17 03 57.9,sfrii
M1140,J082504.66+124404.8,08 25 04.66,+12 44 04.8,sfrii
M1144,J090030.86+134508.6,09 00 30.86,+13 45 08.6,sfrii
M1145,J090338.05+174343.9,09 03 38.05,+17 43 43.9,sfrii
M1146,J091420.04+172610.9,09 14 20.04,+17 26 10.9,sfrii
M1147,J092352.75+141658.6,09 23 52.75,+14 16 58.6,sfrii
M1148,J104613.89+181738.2,10 46 13.89,+18 17 38.2,sfrii
M1149,J105401.22+221540.1,10 54 01.22,+22 15 40.1,sfrii
M1153,J110214.16+242954.7,11 02 14.16,+24 29 54.7,sfrii
M1158,J111556.72+173602.1,11 15 56.72,+17 36 02.1,sfrii
M1160,J111607.18+245620.8,11 16 07.18,+24 56 20.8,sfrii
M1161,J112242.05+213330.0,11 22 42.05,+21 33 30.0,sfrii
M1164,J112809.83+251914.7,11 28 09.83,+25 19 14.7,sfrii
M1167,J113006.24+194444.0,11 30 06.24,+19 44 44.0,sfrii
M1172,J114202.57+214511.5,11 42 02.57,+21 45 11.5,sfrii
M1178,J115501.44+163339.1,11 55 01.44,+16 33 39.1,sfrii
M1182,J115316.79+233041.8,11 53 16.79,+23 30 41.8,sfrii
M1188,J160035.11+131114.0,16 00 35.11,+13 11 14.0,sfrii
M1190,J161326.24+121044.1,16 13 26.24,+12 10 44.1,sfrii
M1198,J081628.89+085748.6,08 16 28.89,+08 57 48.6,sfrii
M1201,J091134.76+125538.1,09 11 34.76,+12 55 38.1,sfrii
M1205,J093153.29+125140.6,09 31 53.29,+12 51 40.6,sfrii
M1206,J093435.82+142041.7,09 34 35.82,+14 20 41.7,sfrii
M1210,J101652.04+171000.4,10 16 52.04,+17 10 00.4,sfrii
M1214,J102156.67+144331.4,10 21 56.67,+14 43 31.4,sfrii
M1215,J103748.94+154123.4,10 37 48.94,+15 41 23.4,sfrii
M1221,J125410.00+180540.7,12 54 10.00,+18 05 40.7,sfrii
M1222,J130925.19+162746.3,13 09 25.19,+16 27 46.3,sfrii
M1223,J130237.23+162801.6,13 02 37.23,+16 28 01.6,sfrii
M1225,J131819.90+171104.4,13 18 19.90,+17 11 04.4,sfrii
M1232,J124435.69+193900.1,12 44 35.69,+19 39 00.1,sfrii
M1238,J132613.68+192423.8,13 26 13.68,+19 24 23.8,sfrii
M1239,J132752.91+200913.4,13 27 52.91,+20 09 13.4,sfrii
M1240,J022032.98+002803.4,02 20 32.98,+00 28 03.4,sfrii
M1242,J133349.60+182438.4,13 33 49.60,+18 24 38.4,sfrii
M1244,J132843.57+184049.2,13 28 43.57,+18 40 49.2,sfrii
M1247,J120141.70+225646.4,12 01 41.70,+22 56 46.4,sfrii
M1248,J120633.35+221537.6,12 06 33.35,+22 15 37.6,sfrii
M1250,J122849.64+215648.1,12 28 49.64,+21 56 48.1,sfrii
M1251,J124651.56+230341.9,12 46 51.56,+23 03 41.9,sfrii
M1254,J131231.36+211543.5,13 12 31.36,+21 15 43.5,sfrii
M1256,J132502.45+224802.4,13 25 02.45,+22 48 02.4,sfrii
M1259,J122640.22+253855.6,12 26 40.22,+25 38 55.6,sfrii
M1261,J124905.05+235511.7,12 49 05.05,+23 55 11.7,sfrii
M1262,J130153.26+254414.9,13 01 53.26,+25 44 14.9,sfrii
M1267,J134119.86+235011.8,13 41 19.86,+23 50 11.8,sfrii
M1269,J140402.95+154328.8,14 04 02.95,+15 43 28.8,sfrii
M1276,J150456.51+143447.5,15 04 56.51,+14 34 47.5,sfrii
M1280,J134906.08+185828.7,13 49 06.08,+18 58 28.7,sfrii
M1281,J135948.58+191850.9,13 59 48.58,+19 18 50.9,sfrii
M1285,J144129.52+163146.1,14 41 29.52,+16 31 46.1,sfrii
M1291,J141411.36+200104.6,14 14 11.36,+20 01 04.6,sfrii
M1304,J135840.73+234541.4,13 58 40.73,+23 45 41.4,sfrii
M1308,J141454.72+223759.7,14 14 54.72,+22 37 59.7,sfrii
M1309,J141556.66+230729.5,14 15 56.66,+23 07 29.5,sfrii
M1313,J143635.10+203754.9,14 36 35.10,+20 37 54.9,sfrii
M1314,J143954.71+215055.3,14 39 54.71,+21 50 55.3,sfrii
M1316,J145612.16+200040.9,14 56 12.16,+20 00 40.9,sfrii
M1319,J122828.98+044458.0,12 28 28.98,+04 44 58.0,sfrii
M1320,J162407.41+510239.4,16 24 07.41,+51 02 39.4,sfrii
M1323,J163604.22+271829.1,16 36 04.22,+27 18 29.1,sfrii
M1324,J152230.68+013154.3,15 22 30.68,+01 31 54.3,sfrii
M1325,J152127.87+015721.4,15 21 27.87,+01 57 21.4,sfrii
M1327,J171832.78+324901.3,17 18 32.78,+32 49 01.3,sfrii
