idx,radioname,ra,dec,Label
L4428,J170134.66+350105.9,17 01 34.66,+35 01 05.9,wat
L4429,J170152.80+350307.2,17 01 52.80,+35 03 07.2,wat
L4430,J170209.78+332300.6,17 02 09.78,+33 23 00.6,wat
L4441,J170440.63+503903.1,17 04 40.63,+50 39 03.1,wat
L4446,J170458.32+505227.2,17 04 58.32,+50 52 27.2,wat
L4453,J170616.41+504052.7,17 06 16.41,+50 40 52.7,wat
L4455,J170802.89+605515.1,17 08 02.89,+60 55 15.1,wat
L4463,J170941.56+643335.6,17 09 41.56,+64 33 35.6,wat
L4484,J171346.75+271657.0,17 13 46.75,+27 16 57.0,wat
L4495,J171708.75+351930.5,17 17 08.75,+35 19 30.5,wat
L4498,J171734.34+254949.1,17 17 34.34,+25 49 49.1,wat
L4523,J172621.44+513932.0,17 26 21.44,+51 39 32.0,wat
L4536,J173249.92+563426.9,17 32 49.92,+56 34 26.9,wat
L4544,J173900.60+442404.8,17 39 00.60,+44 24 04.8,wat
L4549,J202820.04-001249.2,20 28 20.04,-00 12 49.2,wat
L4550,J203124.72+010718.6,20 31 24.72,+01 07 18.6,wat
L4551,J203232.64+003621.6,20 32 32.64,+00 36 21.6,wat
L4554,J203918.48-001701.2,20 39 18.48,-00 17 01.2,wat
L4569,J205546.36+103137.2,20 55 46.36,+10 31 37.2,wat
L4575,J210120.48+050253.4,21 01 20.48,+05 02 53.4,wat
L4582,J211045.97+015329.4,21 10 45.97,+01 53 29.4,wat
L4591,J211924.10-050427.0,21 19 24.10,-05 04 27.0,wat
L4619,J213958.21+110320.9,21 39 58.21,+11 03 20.9,wat
L4681,J221532.23+042216.1,22 15 32.23,+04 22 16.1,wat
L4689,J221837.40-082626.8,22 18 37.40,-08 26 26.8,wat
L4694,J222011.67+090031.1,22 20 11.67,+09 00 31.1,wat
L4695,J222028.05-060802.8,22 20 28.05,-06 08 02.8,wat
L4716,J223106.79+034802.4,22 31 06.79,+03 48 02.4,wat
L4734,J224655.98-011204.8,22 46 55.98,-01 12 04.8,wat
L4735,J224735.36-042747.2,22 47 35.36,-04 27 47.2,wat
L4796,J231355.25+101914.3,23 13 55.25,+10 19 14.3,wat
L4797,J231443.73-065122.5,23 14 43.73,-06 51 22.5,wat
L4815,J232259.86-044014.4,23 22 59.86,-04 40 14.4,wat
L4816,J232350.46+034832.8,23 23 50.46,+03 48 32.8,wat
L4846,J233734.06-090016.8,23 37 34.06,-09 00 16.8,wat
L4852,J234153.22-002255.8,23 41 53.22,-00 22 55.8,wat
L4862,J234817.93-074901.4,23 48 17.93,-07 49 01.4,wat
S0000,J0001-0826,00 01 15.11,-08 26 46.2,wat
S0002,J0017-0149,00 17 32.28,-01 49 23.7,wat
S0004,J0027+0224,00 27 19.11,+02 24 28.9,wat
S0010,J0057-0336,00 57 33.71,-03 36 09.6,wat
S0011,J0120+0021,01 20 58.94,+00 21 39.2,wat
S0012,J0158-0215,01 58 30.16,-02 15 30.4,wat
S0013,J0212-0450,02 12 16.55,-04 50 38.8,wat
S0018,J0245-0648,02 45 57.86,-06 48 55.91,wat
S0019,J0248-0113,02 48 08.57,-01 13 44.2,wat
S0020,J0308-0607,03 08 50.29,-06 07 37.2,wat
S0021,J0312-0633,03 12 55.23,-06 33 43.1,wat
S0022,J0313-0631,03 13 29.05,-06 31 19.5,wat
S0023,J0320+0059,03 20 29.23,+00 59 44.9,wat
S0024,J0331-0730,03 31 31.48,-07 30 01.8,wat
S0025,J0332+0024,03 32 36.25,+00 24 57.2,wat
S0026,J0334+0102,03 34 00.64,+01 02 15.9,wat
S0028,J0703+6014,07 03 11.18,+60 14 23.1,wat
S0032,J0726+3102,07 26 49.96,+31 02 04.0,wat
S0035,J0736+1857,07 36 17.12,+18 57 10.2,wat
S0037,J0744+4353,07 44 42.18,+43 53 07.8,wat
S0038,J0744+1658,07 44 59.31,+16 58 59.7,wat
S0039,J0748+4849,07 48 30.52,+48 49 55.1,wat
S0041,J0750+5856,07 50 05.16,+58 56 59.4,wat
S0044,J0752+3750,07 52 28.25,+37 50 56.7,wat
S0045,J0755+1909,07 55 11.29,+19 09 36.9,wat
S0051,J0816+5716,08 16 59.33,+57 16 28.8,wat
S0052,J0818+4956,08 18 00.73,+49 56 11.8,wat
S0053,J0819+1849,08 19 01.55,+18 49 18.2,wat
S0055,J0820+3034,08 20 32.51,+30 34 49.8,wat
S0056,J0822+1435,08 22 58.44,+14 35 47.5,wat
S0058,J0830+0836,08 30 16.63,+08 36 53.4,wat
S0061,J0833+1027,08 33 45.45,+10 27 53.1,wat
S0063,J0839+0609,08 39 13.94,+06 09 44.9,wat
S0064,J0841+5258,08 41 02.16,+52 58 54.1,wat
S0065,J0841-0202,08 41 32.00,-02 03 19.7,wat
S0066,J0841+1235,08 41 58.63,+12 35 12.4,wat
S0068,J0844+2129,08 44 45.33,+21 29 30.7,wat
S0069,J0846-0131,08 46 55.05,-01 31 42.7,wat
S0070,J0847+3147,08 47 58.72,+31 47 54.3,wat
S0071,J0851+6227,08 51 59.09,+62 27 57.5,wat
S0072,J0852+5639,08 52 15.76,+56 39 15.2,wat
S0074,J0856+2152,08 56 16.87,+21 52 52.8,wat
S0075,J0856+4951,08 56 18.71,+49 51 06.4,wat
S0077,J0858+1710,08 58 45.11,+17 10 03.1,wat
S0079,J0900+1614,09 00 31.97,+16 14 25.6,wat
S0080,J0900+5056,09 00 52.57,+50 56 22.6,wat
S0081,J0902+1819,09 02 16.30,+18 19 04.3,wat
S0085,J0910+3841,09 10 42.23,+38 41 25.6,wat
S0087,J0912+0534,09 12 35.82,+05 33 55.2,wat
S0090,J0916+0808,09 16 47.53,+08 08 47.9,wat
S0092,J0923+0759,09 24 01.47,+07 58 51.1,wat
S0094,J0924+2326,09 24 20.75,+23 26 33.9,wat
S0096,J0925-0557,09 25 31.68,-05 57 38.5,wat
S0097,J0926+0309,09 26 44.19,+03 09 19.7,wat
S0098,J0928-0507,09 28 51.88,-05 07 17.5,wat
S0099,J0933+0600,09 33 24.84,+06 00 40.1,wat
S0100,J0934+1829,09 34 34.29,+18 29 30.5,wat
S0101,J0935+1124,09 35 22.76,+11 24 57.5,wat
S0103,J0936-0627,09 36 02.19,-06 27 59.1,wat
S0105,J0937+0245,09 37 43.70,+02 45 40.2,wat
S0109,J0941+5751,09 41 46.01,+57 51 24.2,wat
S0110,J0943+0611,09 43 09.45,+06 11 31.8,wat
S0111,J0944-0234,09 44 33.77,-02 34 16.8,wat
S0113,J0946+3604,09 46 44.44,+36 04 54.4,wat
S0114,J0947+0044,09 47 07.56,+00 44 16.6,wat
S0115,J0947+5251,09 47 15.39,+52 50 57.9,wat
S0116,J0953+2924,09 53 27.88,+29 24 19.8,wat
S0117,J0954+4304,09 54 25.87,+43 04 16.1,wat
S0118,J0954+6241,09 54 55.45,+62 41 30.2,wat
S0120,J0955+1102,09 55 51.61,+11 02 33.4,wat
S0122,J0959-0454,09 59 03.53,-04 54 09.5,wat
S0123,J0959+5751,09 59 37.65,+57 51 57.2,wat
S0125,J1001+4902,10 01 53.57,+49 20 33.2,wat
S0126,J1002+4756,10 02 44.00,+47 56 20.2,wat
S0129,J1008+0142,10 08 44.59,+01 42 11.4,wat
S0130,J1009+0337,10 09 43.50,+03 37 22.7,wat
S0131,J1010-0601,10 10 57.71,-06 01 25.2,wat
S0132,J1018+0348,10 18 52.13,+03 48 56.1,wat
S0134,J1020+4828,10 20 56.98,+48 28 30.6,wat
S0135,J1021+0024,10 21 41.19,+00 24 47.6,wat
S0136,J1026+3259,10 26 22.33,+32 59 11.6,wat
S0137,J1031-0640,10 31 30.66,-06 40 28.1,wat
S0138,J1032+5505,10 32 01.09,+55 05 54.4,wat
S0141,J1033+1923,10 33 08.11,+19 23 55.6,wat
S0142,J1033+0755,10 33 39.59,+07 55 30.2,wat
S0144,J1038+4148,10 38 27.38,+41 48 43.5,wat
S0145,J1039-0645,10 39 47.12,-06 45 24.9,wat
S0146,J1046+5434,10 46 41.67,+54 34 25.2,wat
S0147,J1046+0538,10 46 43.42,+05 38 38.8,wat
S0153,J1108+2610,11 08 12.46,+26 10 33.8,wat
S0154,J1112+0346,11 12 44.34,+03 46 32.5,wat
S0155,J1114+3625,11 14 01.78,+34 25 03.2,wat
S0157,J1116-0435,11 16 06.35,-04 35 39.4,wat
S0158,J1116+4516,11 16 54.16,+45 16 17.6,wat
S0159,J1118-0556,11 18 00.7,-05 56 25.5,wat
S0160,J1118+3115,11 18 33.52,+31 15 16.3,wat
S0162,J1125+0314,11 25 08.80,+03 14 52.2,wat
S0163,J1125+3618,11 25 23.73,+36 18 24.3,wat
S0164,J1125+5827,11 25 39.13,+58 27 34.2,wat
S0165,J1126+2638,11 26 30.83,+26 38 05.5,wat
S0166,J1126+5925,11 26 46.63,+59 25 49.9,wat
S0167,J1129+0550,11 29 02.74,+05 50 49.9,wat
S0168,J1130+2524,11 30 48.83,+25 24 35.6,wat
S0169,J1130+5457,11 30 50.30,+54 57 44.0,wat
S0170,J1131+0435,11 31 40.91,+04 35 20.8,wat
S0171,J1131-0600,11 31 56.47,-06 00 12.1,wat
S0173,J1138+2039,11 38 50.25,+20 39 18.4,wat
S0174,J1143+0729,11 43 39.85,+07 29 59.6,wat
S0175,J1144+5833,11 44 48.08,+58 33 50.4,wat
S0178,J1146-0504,11 46 21.91,-05 04 48.2,wat
S0179,J1147+5421,11 47 28.97,+54 21 37.3,wat
S0180,J1148+2332,11 48 33.14,+23 32 25.9,wat
S0181,J1149-0144,11 49 28.17,-01 44 41.6,wat
S0182,J1150+5728,11 50 56.08,+57 28 06.5,wat
S0183,J1152+3405,11 52 43.66,+34 05 33.9,wat
S0184,J1154+3635,11 54 34.82,+36 35 39.9,wat
S0186,J1158+0037,11 58 21.34,+00 37 08.1,wat
S0188,J1159-0127,11 59 40.93,-01 27 15.1,wat
S0190,J1204+4834,12 04 45.05,+48 34 59.9,wat
S0191,J1205+3204,12 05 14.01,+32 04 41.4,wat
S0192,J1209+3708,12 09 24.08,+37 08 49.5,wat
S0193,J1209+2420,12 09 38.29,+24 20 38.4,wat
S0197,J1213-0327,12 13 45.43,-03 27 09.5,wat
S0198,J1216+0342,12 16 40.13,+03 42 31.5,wat
S0201,J1221-0108,12 21 59.66,-01 08 00.8,wat
S0204,J1232+3130,12 32 11.44,+31 30 58.1,wat
S0205,J1233+1928,12 33 16.72,+19 28 50.4,wat
S0206,J1233+3559,12 33 24.51,+35 59 15.5,wat
S0209,J1241+2734,12 41 08.79,+27 34 47.1,wat
S0210,J1242+4041,12 42 47.76,+40 41 44.3,wat
S0215,J1250-0132,12 50 03.80,-01 32 25.0,wat
S0216,J1250+0839,12 50 10.59,+08 39 52.7,wat
S0217,J1250+1133,12 50 13.31,+11 33 08.0,wat
S0221,J1256+0125,12 56 22.78,+01 25 16.0,wat
S0223,J1300+2916,13 00 58.31,+29 16 34.2,wat
S0226,J1306+3338,13 06 07.11,+33 38 13.5,wat
S0227,J1306-0539,13 06 30.4,-05 39 26.2,wat
S0228,J1307+5651,13 07 43.70,+56 51 03.3,wat
S0229,J1315+0612,13 15 17.25,+06 12 57.3,wat
S0230,J1319+5443,13 19 52.38,+54 43 08.6,wat
S0231,J1320-0341,13 20 31.33,-03 41 05.6,wat
S0233,J1327+0007,13 27 57.47,+00 07 47.4,wat
S0234,J1329-0511,13 29 23.93,-05 11 15.2,wat
S0235,J1333+0944,13 33 25.85,+09 44 31.9,wat
S0236,J1333+5427,13 33 35.23,+54 27 43.5,wat
S0239,J1339-0726,13 39 02.73,-07 26 43.4,wat
S0240,J1340+5439,13 40 48.19,+54 39 49.4,wat
S0241,J1341-0116,13 41 21.03,-01 16 14.3,wat
S0242,J1345+6110,13 45 03.06,+61 10 31.6,wat
S0244,J1345-0451,13 45 22.29,-04 51 49.8,wat
S0245,J1345+5332,13 45 46.01,+53 32 48.9,wat
S0246,J1345+3655,13 45 54.08,+36 55 03.1,wat
S0247,J1351-0548,13 51 20.54,-05 48 50.4,wat
S0248,J1351+0712,13 51 44.72,+07 12 17.0,wat
S0249,J1353-0732,13 53 30.31,-07 32 16.7,wat
S0250,J1354+0528,13 54 42.27,+05 28 56.1,wat
S0251,J1359+2808,13 59 05.03,+28 08 09.9,wat
S0254,J1401+0740,14 01 23.41,+07 40 40.1,wat
S0255,J1401+2833,14 01 48.60,+28 33 17.9,wat
S0256,J1406+0211,14 06 05.67,+02 11 53.9,wat
S0257,J1408+4540,14 08 06.63,+45 40 54.6,wat
S0258,J1408+0511,14 08 53.71,+05 11 24.6,wat
S0261,J1411+4535,14 11 10.93,+45 35 18.1,wat
S0262,J1411+1048,14 11 29.33,+10 48 59.1,wat
S0264,J1412+0257,14 12 09.48,+02 57 51.8,wat
S0265,J1412+0153,14 12 51.75,+01 53 51.4,wat
S0266,J1412+2157,14 12 53.65,+21 57 43.9,wat
S0267,J1415+2326,14 15 38.85,+23 26 50.7,wat
S0269,J1417+0114,14 17 52.89,+01 14 42.7,wat
S0270,J1419+4657,14 19 40.16,+46 57 29.9,wat
S0271,J1420-0622,14 20 31.37,-06 22 43.4,wat
S0277,J1429+2336,14 29 19.16,+23 36 16.7,wat
S0278,J1433+1913,14 33 20.47,+19 13 29.0,wat
S0279,J1435+5507,14 35 28.46,+55 07 52.1,wat
S0280,J1438+0926,14 38 07.58,+09 26 11.7,wat
S0281,J1438+4753,14 38 40.48,+47 53 56.8,wat
S0284,J1444-0311,14 44 57.45,-03 11 51.3,wat
S0285,J1445+2951,14 45 12.73,+29 51 36.9,wat
S0286,J1445+6357,14 45 38.45,+63 57 33.8,wat
S0287,J1446+1402,14 46 33.83,+14 02 11.9,wat
S0288,J1448+5944,14 48 38.85,+59 44 52.0,wat
S0290,J1450+2728,14 50 22.52,+27 28 20.5,wat
S0292,J1452+0636,14 52 30.11,+06 36 45.0,wat
S0293,J1457+0232,14 57 22.66,+02 32 56.4,wat
S0294,J1457+3140,14 57 55.85,+31 40 57.1,wat
S0295,J1459+2754,14 59 00.23,+27 54 00.8,wat
S0298,J1510+0544,15 10 56.07,+05 44 41.7,wat
S0299,J1511+3633,15 11 25.92,+36 33 36.0,wat
S0300,J1512+3654,15 12 18.26,+36 54 18.8,wat
S0303,J1520+2329,15 20 01.08,+23 29 05.2,wat
S0304,J1521+5104,15 21 25.02,+51 04 03.1,wat
S0305,J1521+3157,15 21 26.98,+31 57 33.3,wat
S0306,J1524+1321,15 24 43.44,+13 21 21.3,wat
S0307,J1528+0714,15 28 18.54,+07 14 09.3,wat
S0309,J1532+4658,15 32 01.76,+46 58 52.8,wat
S0311,J1533+5700,15 33 46.37,+57 00 11.9,wat
S0314,J1537+4051,15 37 52.75,+40 51 30.6,wat
S0316,J1539-0544,15 39 23.41,-05 44 42.9,wat
S0317,J1539-0215,15 39 59.25,-02 15 10.2,wat
S0318,J1545-0249,15 45 48.80,-02 49 38.6,wat
S0321,J1551+0609,15 51 40.33,+06 09 16.7,wat
S0322,J1554+5819,15 54 51.41,+58 19 09.5,wat
S0326,J1616+0926,16 16 53.17,+09 26 35.7,wat
S0329,J1625+4813,16 25 12.80,+48 13 03.4,wat
S0330,J1625+4456,16 25 23.87,+44 56 23.4,wat
S0332,J1631+0531,16 31 10.28,+05 31 50.3,wat
S0333,J1633+1710,16 33 51.11,+17 10 54.5,wat
S0334,J1635+4309,16 35 16.22,+43 09 55.9,wat
S0335,J1635+2020,16 35 17.08,+20 20 48.5,wat
S0336,J1641+1004,16 41 08.91,+10 04 42.3,wat
S0338,J1645+5842,16 45 22.51,+58 42 55.8,wat
S0339,J1650+3202,16 50 07.71,+32 02 09.0,wat
S0340,J1651+3500,16 51 25.35,+35 00 36.2,wat
S0341,J1655+5217,16 55 18.47,+52 17 23.8,wat
S0342,J1657+2746,16 57 47.88,+27 46 09.5,wat
S0344,J1701+4959,17 01 37.10,+49 59 14.6,wat
S0345,J1705+5109,17 05 26.41,+51 09 35.4,wat
S0346,J1708+4723,17 08 51.55,+47 23 35.5,wat
S0348,J1719+3547,17 19 36.39,+35 47 06.98,wat
S0349,J1723+4757,17 23 51.91,+47 57 32.7,wat
S0355,J2138-0545,21 38 19.97,-05 45 44.2,wat
S0359,J2147+1215,21 47 11.37,+12 15 15.8,wat
S0360,J2148-0825,21 48 01.28,-08 25 27.5,wat
S0363,J2201-0451,22 01 39.25,-04 51 36.9,wat
S0365,J2207-0102,22 07 30.82,-01 02 46.1,wat
S0368,J2214-0447,22 14 44.07,-04 47 33.6,wat
S0369,J2215-0757,22 15 49.46,-07 57 39.9,wat
S0370,J2218+0230,22 18 07.20,+02 30 33.2,wat
S0371,J2221-0747,22 21 16.81,-07 47 42.6,wat
S0372,J2248+0052,22 48 12.59,+00 52 52.8,wat
S0373,J2250-0141,22 50 47.02,-01 41 17.2,wat
S0374,J2301+0037,23 01 35.06,+00 37 13.1,wat
S0376,J2312-0919,23 12 12.16,-09 19 28.6,wat
S0377,J2315-0300,23 15 27.84,-03 00 05.1,wat
S0378,J2319-0737,23 19 19.27,-07 37 34.5,wat
S0379,J2328+0038,23 28 54.12,+00 38 48.8,wat
S0380,J2334-0759,23 34 55.59,-07 59 14.4,wat
S0381,J2337-0900,23 37 34.47,-09 00 15.4,wat
S0384,J2356+0119,23 56 36.26,+01 19 29.1,wat
