RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,"L_rad,t",Size_rad,Mstar,R_50,g-r,D_4000,C,mu_50,M_{BH},eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Plate,Julian,Fibre,SNVSS,SFIRST,RCl,Offset,FIRST_ID,NVSS_ID
9.7875865,52.84959,0.334,False,True,False,True,False,False,False,False,False,25.15,32.82,,,,,,,,,,,,,,,768,52281,31,42.0,,2,,,J003909+525058
9.6115468,53.10767,0.0463,False,True,False,False,False,False,True,False,False,23.46,28.49,,,,,,,,,,,,,,,768,52281,463,58.0,,2,,,J003826+530627
9.9781871,60.22775,0.2162,False,False,True,False,False,False,False,False,False,25.44,16.0,,,,,,,,,,,,,,,770,52282,198,211.7,,2,,,J003954+601339
10.575889,61.47047,0.1165,False,False,True,False,False,False,False,False,False,24.51,115.07,,,,,,,,,,,,,,,772,52375,5,94.0,1.7,4,0.63,J004218.2+612813,J004218+612813
10.507692,61.01104,0.3746,False,False,True,False,False,False,False,False,False,25.65,12.83,,,,,,,,,,,,,,,772,52375,89,102.4,,2,,,J004201+610039
10.489975,61.45015,0.3975,False,False,True,False,False,False,False,False,False,25.36,22.78,,,,,,,,,,,,,,,772,52375,134,46.0,,2,,,J004157+612700
10.815726,62.63005,0.2944,False,False,True,False,False,False,True,False,False,25.47,35.93,,,,,,,,,,,,,,,773,52376,77,116.2,,2,,,J004315+623748
10.694095,63.10412,0.3758,False,False,True,False,False,False,False,False,False,25.37,9.31,,,,,,,,,,,,,,,773,52376,484,53.2,,2,,,J004246+630614
11.317746,60.47799,0.1321,False,True,False,False,False,False,False,False,False,24.42,36.27,,,,,,,,,,,,,,,775,52295,210,59.4,11.5,2,0.65,J004516.2+602840,J004516+602840
11.532152,61.7886,0.2439,False,False,True,False,False,False,False,False,False,25.26,6.91,,,,,,,,,,,,,,,775,52295,639,109.1,69.1,2,2.56,J004607.7+614718,J004607+614718
12.143642,61.35178,0.2747,False,False,True,False,False,False,True,False,False,25.61,113.52,,,,,,,,,,,,,,,778,52337,41,186.0,80.1,4,0.33,J004834.4+612106,J004834+612106
12.343451,63.69567,0.1875,False,False,True,False,False,False,False,False,False,25.42,289.51,,,,,,,,,,,,,,,780,52370,373,275.0,2.6,4,0.44,J004922.4+634144,J004922+634144
12.464234,63.38481,0.1455,False,True,False,False,False,False,False,False,False,25.05,46.87,,,,,,,,,,,,,,,780,52370,538,205.0,,2,,,J004951+632305
12.660492,62.75537,0.0758,False,False,False,False,False,False,True,False,False,23.76,196.5,,,,,,,,,,,,,,,780,52370,631,42.0,,4,,,J005038+624519
13.04418,62.49424,0.0757,False,True,False,False,False,False,False,False,False,24.62,64.07,11.67,9.810003248541287,1.01,2.07,3.11,8.88848,8.45,-0.396,0.92,0.477,1.853,1.635,5.98,0.0,783,52325,473,302.0,,2,,,J005210+622939
13.240188,62.32938,0.1308,False,True,False,True,False,False,False,False,False,25.25,113.63,,,,,,,,,,,,,,,783,52325,591,405.0,64.5,4,0.38,J005257.6+621945,J005257+621945
13.329253,60.51197,0.0702,False,False,True,False,False,False,False,False,False,24.39,17.97,,,,,,,,,,,,,,,784,52327,97,208.4,,2,,,J005319+603043
13.674557,60.84054,0.073,False,True,False,False,False,False,True,False,False,23.73,279.05,11.37,6.927681090791415,1.04,2.05,3.16,8.89064,8.57,-0.314,-0.862,0.0,0.879,0.5,5.99,0.0,785,52339,80,42.0,3.1,4,0.46,J005441.8+605025,J005441+605025
13.538453,60.2175,0.321,False,False,True,False,False,False,False,False,False,25.11,27.79,,,,,,,,,,,,,,,785,52339,203,41.3,,2,,,J005409+601303
13.371743,60.73931,0.1358,False,True,False,False,False,False,False,False,False,24.58,71.85,,,,,,,,,,,,,,,785,52339,320,80.0,,4,,,J005329+604421
14.73032,57.89025,0.2988,False,True,False,False,False,False,True,False,False,25.03,23.33,,,,,,,,,,,,,,,790,52433,599,41.0,,2,,,J005855+575324
15.254328,54.20889,0.158,False,False,True,False,False,False,True,False,False,24.77,51.56,,,,,,,,,,,,,,,793,52370,12,91.0,,2,,,J010101+541232
15.688552,51.67878,0.1481,False,False,True,False,False,False,False,False,False,24.36,31.15,,,,,,,,,,,,,,,795,52378,4,40.3,8.7,2,1.84,J010245.2+514043,J010245+514043
15.524005,52.59822,0.2053,False,False,True,False,False,False,False,False,False,24.95,73.08,,,,,,,,,,,,,,,795,52378,447,77.0,,4,,,J010205+523553
15.599073,51.42145,0.1621,False,False,True,False,False,False,False,False,False,24.71,10.36,,,,,,,,,,,,,,,796,52401,352,74.1,,2,,,J010223+512517
15.694817,50.79433,0.4239,False,False,True,False,False,False,False,False,False,25.64,37.18,,,,,,,,,,,,,,,796,52401,458,74.9,,2,,,J010246+504739
15.75478,50.79831,0.4309,False,False,True,False,False,False,False,True,False,25.86,64.6,,,,,,,,,,,,,,,796,52401,492,119.0,,4,,,J010301+504753
16.308098,44.57584,0.1966,False,True,False,False,False,False,False,False,True,25.1,48.9,,,,,,,,,,,,,,,814,52370,117,120.0,6.9,2,0.14,J010513.9+443433,J010513+443433
16.554239,40.18331,0.1831,False,True,False,False,False,False,False,False,False,24.63,72.71,,,,,,,,,,,,,,,817,52381,458,47.0,,2,,,J010613+401059
16.689702,38.03598,0.1626,False,True,False,False,False,False,False,False,False,25.28,132.49,,,,,,,,,,,,,,,818,52395,257,272.0,0.8,4,0.21,J010645.5+380209,J010645+380209
16.774561,38.52111,0.1075,False,False,True,False,False,False,True,False,False,25.08,57.22,,,,,,,,,,,,,,,818,52395,570,419.0,,4,,,J010705+383115
8.1190674,33.45503,0.3803,False,False,True,False,False,False,False,False,False,25.39,14.97,,,,,,,,,,,,,,,825,52289,199,53.5,,2,,,J003228+332718
8.451502,37.81147,0.2064,False,False,True,False,False,False,True,False,False,25.63,49.45,,,,,,,,,,,,,,,827,52312,463,363.9,,2,,,J003348+374841
8.6926056,40.34532,0.1683,False,True,False,False,False,False,True,False,False,24.49,20.46,,,,,,,,,,,,,,,828,52317,562,41.3,20.8,2,2.78,J003446.2+402043,J003446+402043
8.7116109,39.18148,0.1166,False,False,True,False,False,False,False,False,False,24.25,20.46,,,,,,,,,,,,,,,828,52317,584,52.0,,2,,,J003450+391053
9.0951701,42.35368,0.1565,False,True,False,False,False,False,False,False,False,24.47,16.04,,,,,,,,,,,,,,,831,52294,8,46.0,,2,,,J003622+422113
9.4921997,46.44556,0.1679,False,False,True,False,False,False,True,False,False,24.63,206.99,,,,,,,,,,,,,,,834,52316,288,57.8,7.0,4,1.25,J003758.1+462644,J003758+462644
11.410389,4.93858,0.2828,False,False,True,False,False,False,False,False,False,26.33,12.18,,,,,,,,,,,,,,,836,52376,515,905.4,,2,,,J004538+045618
11.702479,4.62599,0.1593,False,True,False,False,False,False,False,False,False,25.15,114.1,,,,,,,,,,,,,,,838,52378,109,214.2,2.0,4,0.5,J004648.5+043733,J004648+043733
11.686616,5.73474,0.0974,False,True,False,False,False,False,False,False,False,25.05,63.84,11.63,8.811856253617679,1.06,1.93,2.73,8.94169,8.67,1.735,0.455,1.146,3.655,-0.718,6.23,0.0,838,52378,459,484.0,,4,,,J004644+054405
11.69827,5.43495,0.3642,False,False,True,False,False,False,True,False,False,25.26,12.73,,,,,,,,,,,,,,,838,52378,508,43.9,,2,,,J004647+052605
11.741144,3.97104,0.1274,False,False,True,False,False,False,False,False,False,24.49,33.01,,,,,,,,,,,,,,,839,52373,205,75.6,15.8,2,0.58,J004657.8+035815,J004657+035815
11.739737,3.97991,0.1276,False,True,False,False,False,False,True,False,False,24.27,24.4,,,,,,,,,,,,,,,839,52373,260,45.0,,2,,,J004657+035847
12.244316,5.46776,0.0778,True,False,False,False,False,False,False,False,False,,,11.57,9.376482032647491,1.0,1.95,2.91,8.82774,8.37,0.294,-0.958,0.0,1.415,-0.149,5.85,0.0,843,52378,501,60.3,20.7,1,2.11,J004858.6+052803,J004858+052803
12.328599,4.55948,0.2946,False,True,False,True,False,False,False,False,False,25.36,34.49,,,,,,,,,,,,,,,844,52378,66,89.0,,2,,,J004918+043334
12.294105,3.66334,0.0778,False,True,False,True,False,False,False,False,False,25.17,34.93,11.2,2.8569728201271056,1.08,2.16,3.02,9.49001,8.74,2.046,-0.384,1.204,3.462,-1.517,6.15,0.0,844,52378,220,1014.0,,2,,,J004910+033948
12.621616,5.6998,0.48,False,False,True,False,False,False,False,False,False,26.07,68.42,,,,,,,,,,,,,,,845,52381,622,152.0,6.2,4,0.23,J005029.1+054159,J005029+054159
13.04177,5.66144,0.1311,False,False,True,False,False,False,False,False,False,24.71,19.31,,,,,,,,,,,,,,,849,52439,505,117.4,16.7,2,1.8,J005210.0+053941,J005210+053941
13.25556,5.50239,0.1743,False,True,False,False,False,False,True,False,False,24.74,89.4,,,,,,,,,,,,,,,851,52376,337,68.0,3.2,4,0.8,J005301.3+053008,J005301+053008
13.344875,5.29003,0.3397,False,True,False,False,False,False,True,False,False,25.63,70.63,,,,,,,,,,,,,,,851,52376,542,120.0,,4,,,J005322+051724
13.422014,5.35644,0.1749,False,False,True,False,False,False,True,False,False,24.66,74.86,,,,,,,,,,,,,,,852,52375,425,56.0,,4,,,J005341+052123
13.66129,4.54277,0.2701,False,False,True,False,False,False,True,False,False,25.1,10.98,,,,,,,,,,,,,,,853,52374,78,60.4,,2,,,J005438+043233
13.561355,4.25151,0.1704,False,True,False,False,False,False,False,False,False,25.38,69.15,,,,,,,,,,,,,,,853,52374,238,310.3,,4,,,J005414+041505
13.819342,4.08009,0.0795,True,False,False,False,False,False,False,False,False,,,11.09,4.879239476908576,1.02,1.86,3.31,8.91512,8.2,-0.623,-1.52,0.0,0.188,0.412,6.47,0.0,854,52373,25,64.4,63.3,1,0.18,J005516.6+040448,J005516+040448
13.765097,4.00274,0.1898,False,False,True,False,False,False,False,False,False,24.98,31.94,,,,,,,,,,,,,,,854,52373,63,98.6,,2,,,J005503+040009
13.759102,5.76957,0.125,False,False,True,False,False,False,True,False,False,24.51,43.47,,,,,,,,,,,,,,,854,52373,529,81.0,,2,,,J005502+054610
7.9373556,27.40993,0.1403,False,False,False,False,False,False,True,False,False,24.47,163.75,,,,,,,,,,,,,,,859,52317,124,58.1,20.2,4,0.25,J003144.9+272435,J003144+272435
8.368044,32.50171,0.1739,False,True,False,False,False,False,True,False,False,24.56,16.61,,,,,,,,,,,,,,,862,52325,51,45.0,,2,,,J003328+323006
10.348245,48.52337,0.0531,False,False,True,False,False,False,False,False,False,25.09,301.53,11.1,4.646270921701066,1.07,1.93,3.17,8.96761,8.14,0.352,0.318,0.0,2.226,0.549,6.07,0.0,874,52338,308,1859.0,75.0,4,0.39,J004123.5+483124,J004123+483124
10.613633,48.83027,0.3789,False,True,False,False,False,False,False,False,False,25.47,21.88,,,,,,,,,,,,,,,875,52354,138,66.0,,2,,,J004227+484948
10.672912,50.94032,0.1539,False,True,False,False,False,False,False,False,False,25.15,44.61,,,,,,,,,,,,,,,875,52354,521,227.0,36.6,4,2.23,J004241.4+505625,J004241+505625
10.729336,51.01051,0.2733,False,False,True,False,False,False,False,False,False,25.18,11.02,,,,,,,,,,,,,,,876,52669,337,69.9,,2,,,J004255+510037
11.803384,52.85209,0.0503,False,False,False,False,False,False,True,False,False,23.6,187.13,,,,,,,,,,,,,,,881,52368,437,68.1,9.1,4,0.32,J004712.8+525107,J004712+525107
11.907514,52.78914,0.3803,False,False,True,False,False,False,False,False,False,25.35,12.68,,,,,,,,,,,,,,,881,52368,501,48.9,,2,,,J004737+524720
12.293828,53.57453,0.1957,False,True,False,False,False,False,True,False,False,25.03,37.6,,,,,,,,,,,,,,,883,52430,616,104.0,,2,,,J004910+533428
12.479822,51.26526,0.0865,True,False,False,False,False,False,False,False,False,,,11.37,9.05546386130999,1.05,2.01,3.36,8.658,8.37,1.693,-0.139,1.0,3.263,-1.029,6.21,0.0,884,52374,82,46.1,42.9,1,1.37,J004955.1+511554,J004955+511554
12.646519,52.05059,0.2208,False,False,True,False,False,False,False,False,False,24.88,22.52,,,,,,,,,,,,,,,885,52379,168,56.0,38.8,2,1.11,J005035.1+520302,J005035+520302
12.910491,53.08999,0.0538,False,True,False,False,False,False,False,False,False,24.3,97.73,,,,,,,,,,,,,,,886,52381,523,295.0,10.1,4,2.08,J005138.5+530523,J005138+530523
8.0203552,34.67524,0.0827,False,True,False,False,False,False,False,False,False,23.87,44.84,11.25,5.444626510122828,1.06,2.03,3.13,8.97988,8.34,1.101,-0.285,0.903,2.599,-0.538,5.82,0.0,891,52584,471,45.0,3.7,2,1.29,J003204.8+344030,J003204+344030
8.1608007,34.92701,0.0825,False,True,False,False,False,False,False,False,False,24.63,124.74,11.2,5.308585492076489,0.8,1.38,3.28,8.95186,8.63,1.026,-0.555,0.845,2.366,-0.624,6.29,0.0,892,52378,127,259.7,154.9,4,0.16,J003238.5+345537,J003238+345537
8.1845322,35.98564,0.0815,False,False,False,False,False,False,True,False,False,23.97,9.96,,,,,,,,,,,,,,,892,52378,491,58.6,,2,,,J003244+355908
8.1947591,36.11577,0.08626,True,False,False,False,False,False,False,False,False,,,11.41,6.36664909637428,1.03,2.01,3.09,9.004,8.63,0.638,0.279,0.477,2.482,0.248,6.13,0.0,892,52378,511,43.1,13.4,1,0.37,J003246.7+360656,J003246+360656
8.2671906,38.07094,0.1727,False,False,True,False,False,False,False,False,False,25.51,23.74,,,,,,,,,,,,,,,893,52589,394,407.5,157.3,2,0.33,J003304.1+380415,J003304+380415
8.5188029,39.23904,0.2066,False,True,False,False,False,False,False,False,False,24.88,114.76,,,,,,,,,,,,,,,894,52615,29,65.0,2.2,4,1.08,J003404.5+391420,J003404+391420
8.4483515,39.81215,0.2356,False,False,True,False,False,False,False,False,False,24.99,24.39,,,,,,,,,,,,,,,894,52615,463,62.5,13.9,2,0.54,J003347.6+394843,J003347+394843
8.8655589,42.73333,0.1508,False,True,False,False,False,False,False,False,False,24.46,161.3,,,,,,,,,,,,,,,896,52592,29,49.4,,4,,,J003527+424359
8.7580658,42.33136,0.133,False,False,True,False,False,False,False,False,False,24.96,132.23,,,,,,,,,,,,,,,896,52592,94,201.0,14.5,4,0.24,J003501.9+421952,J003501+421952
9.1043162,46.60529,0.0847,True,False,False,False,False,False,False,False,False,,,11.22,5.0549377323813145,1.05,1.82,3.29,9.01439,8.46,-1.269,-0.953,0.301,-0.105,1.377,6.92,0.0,898,52606,576,290.6,313.6,1,0.18,J003625.0+463619,J003625+463619
9.7465047,51.10373,0.215,False,True,False,False,False,False,True,False,False,25.25,161.63,,,,,,,,,,,,,,,902,52409,280,139.0,1.0,4,1.16,J003859.1+510613,J003859+510613
9.7404846,52.02689,0.2496,False,False,True,False,False,False,False,False,False,25.23,80.52,,,,,,,,,,,,,,,902,52409,325,97.0,3.4,4,2.45,J003857.7+520136,J003857+520136
10.174471,53.05367,0.3411,False,False,False,False,False,False,True,False,False,25.25,9.08,,,,,,,,,,,,,,,904,52381,307,50.5,30.7,2,2.65,J004041.8+530313,J004041+530313
10.440212,54.48508,0.1567,False,False,True,False,False,False,True,False,False,25.14,31.97,,,,,,,,,,,,,,,905,52643,356,213.0,,2,,,J004145+542906
10.775614,54.59993,0.1447,False,False,True,False,False,False,False,False,False,25.18,264.34,,,,,,,,,,,,,,,906,52368,169,279.0,7.9,4,0.19,J004306.1+543559,J004306+543559
10.599076,54.43683,0.3511,False,False,True,False,False,False,False,False,False,25.56,203.73,,,,,,,,,,,,,,,906,52368,282,96.0,10.2,4,0.07,J004223.7+542612,J004223+542612
10.863166,55.38566,0.0739,False,True,False,False,False,False,False,False,False,24.83,250.34,11.52,6.883822652695461,1.07,2.08,3.54,9.04616,8.95,1.685,-0.507,0.845,3.037,-1.238,6.23,0.0,907,52373,231,522.0,9.2,4,1.13,J004327.1+552308,J004327+552308
10.891296,56.3919,0.3604,False,False,True,False,False,False,False,False,False,25.27,35.49,,,,,,,,,,,,,,,907,52373,461,46.5,2.4,2,0.2,J004333.9+562330,J004333+562330
11.207458,55.43693,0.139,False,False,True,False,False,False,True,False,False,24.35,59.85,,,,,,,,,,,,,,,908,52373,56,45.0,,2,,,J004449+552612
13.460618,-2.05275,0.1827,False,False,True,False,False,False,False,False,False,26.03,14.33,,,,,,,,,,,,,,,910,52377,437,1198.7,,2,,,J005350-020309
13.531075,-2.8721,0.0865,False,False,True,False,False,False,False,False,False,24.12,29.44,11.55,8.79901466842681,1.01,1.93,2.89,8.86295,8.35,-0.778,0.124,0.0,1.01,1.536,6.16,0.0,911,52426,192,72.7,,2,,,J005407-025219
13.502868,-2.10501,0.0866,False,False,True,False,False,False,True,False,False,24.38,25.93,11.28,6.597949442046054,1.01,1.96,3.12,8.843,8.4,0.967,1.677,0.778,3.629,0.754,5.74,0.0,911,52426,391,132.0,,2,,,J005400-020618
13.739855,-2.37757,0.2422,False,False,True,False,False,False,False,False,False,25.2,57.76,,,,,,,,,,,,,,,912,52427,38,96.0,1.7,4,1.7,J005457.5-022239,J005457-022239
13.65482,-1.84687,0.08929,True,False,False,False,False,False,False,False,False,,,11.23,6.917070699009575,0.98,1.91,3.15,8.75198,8.25,1.134,-1.487,0.845,1.92,-1.281,5.93,0.0,912,52427,486,58.2,57.5,1,0.71,J005437.1-015048,J005437-015048
13.821869,-1.82265,0.2099,False,True,False,False,False,False,False,False,False,24.74,55.89,,,,,,,,,,,,,,,914,52721,344,45.0,9.8,2,2.04,J005517.2-014921,J005517-014921
14.253886,-1.61772,0.1496,False,True,False,False,False,False,False,False,False,25.04,108.03,,,,,,,,,,,,,,,916,52378,582,191.0,,4,,,J005700-013703
14.580289,-2.24986,0.2906,False,False,True,False,False,False,False,False,False,25.4,51.4,,,,,,,,,,,,,,,919,52409,234,100.0,4.1,2,0.63,J005819.2-021459,J005819-021459
14.824622,-1.27153,0.2023,False,True,False,False,False,False,True,False,False,24.98,170.61,,,,,,,,,,,,,,,920,52411,614,85.0,40.2,4,1.62,J005917.9-011617,J005917-011617
14.93298,-1.9626,0.08345,True,False,False,False,False,False,False,False,False,,,10.94,3.9211908545645455,0.91,1.74,3.11,8.95498,7.83,-0.603,-1.487,0.477,0.227,0.412,6.86,0.0,921,52380,160,48.4,43.8,1,0.1,J005943.9-015745,J005943-015745
15.141186,-2.24043,0.1178,False,False,True,False,False,False,False,False,False,24.15,12.5,,,,,,,,,,,,,,,922,52426,107,40.2,,2,,,J010033-021425
15.155734,-1.91035,0.1121,False,False,True,False,False,False,False,False,False,24.98,13.06,,,,,,,,,,,,,,,923,52404,268,301.4,,2,,,J010037-015437
15.213102,-1.73983,0.1461,False,False,True,False,False,False,False,False,False,24.82,107.13,,,,,,,,,,,,,,,923,52404,473,120.0,,4,,,J010051-014423
7.7233521,23.60723,0.4169,False,False,True,False,False,False,True,False,False,25.47,13.22,,,,,,,,,,,,,,,927,52577,461,52.9,,2,,,J003053+233626
7.9185206,26.35443,0.1228,False,True,False,False,False,False,False,False,False,24.24,188.84,,,,,,,,,,,,,,,928,52578,450,46.0,3.2,4,0.42,J003140.4+262115,J003140+262115
7.9797206,27.08766,0.09874,True,False,False,False,False,False,False,False,False,,,10.74,2.4253812090570688,0.72,1.27,3.07,9.17226,8.16,0.759,-2.092,1.114,1.197,-1.273,6.38,0.0,929,52581,196,53.8,63.5,1,0.19,J003155.1+270515,J003155+270515
8.18653,28.79736,0.2697,False,True,False,False,False,False,True,False,False,25.0,117.53,,,,,,,,,,,,,,,930,52618,158,47.6,10.6,4,0.38,J003244.7+284750,J003244+284750
8.3709381,31.67674,0.242,False,True,False,False,False,False,False,False,False,25.1,31.98,,,,,,,,,,,,,,,931,52619,536,76.0,,2,,,J003329+314036
8.5243047,32.32413,0.0512,False,False,True,False,False,False,False,False,False,25.09,303.55,11.12,4.286082846016689,1.09,1.86,3.04,9.0577,8.23,-0.876,-2.02,0.0,-0.354,0.363,6.46,0.0,932,52620,71,1991.0,,4,,,J003405+321926
8.4764445,32.47367,0.2797,False,True,False,False,False,False,False,False,False,25.03,52.19,,,,,,,,,,,,,,,932,52620,488,46.7,2.4,2,0.64,J003354.3+322825,J003354+322825
9.3231812,40.6508,0.2787,False,False,True,False,False,False,False,False,False,25.06,102.7,,,,,,,,,,,,,,,938,52708,506,51.0,6.0,4,2.31,J003717.5+403902,J003717+403902
9.3419312,40.31282,0.2948,False,False,True,False,False,False,False,False,False,25.03,52.36,,,,,,,,,,,,,,,938,52708,516,42.0,,2,,,J003722+401846
9.4003255,40.58253,0.1602,False,True,False,False,False,False,True,False,False,25.29,49.5,,,,,,,,,,,,,,,938,52708,589,287.0,,2,,,J003736+403457
9.8114044,42.30366,0.4404,False,True,False,False,False,False,True,False,False,25.72,56.76,,,,,,,,,,,,,,,941,52709,87,83.0,,2,,,J003914+421813
10.367968,44.86226,0.083,False,False,True,False,False,False,False,False,False,24.76,31.03,11.42,7.382061297114678,1.06,1.98,3.13,8.88546,8.51,-0.402,0.266,0.301,1.461,1.253,6.15,0.0,944,52614,43,349.3,,2,,,J004128+445144
10.308746,46.15461,0.1654,False,False,True,False,False,False,False,False,False,24.47,161.77,,,,,,,,,,,,,,,944,52614,486,41.0,,4,,,J004114+460916
10.019807,55.13937,0.2145,False,False,True,False,False,False,True,False,False,25.11,45.21,,,,,,,,,,,,,,,945,52652,488,101.2,,2,,,J004004+550821
10.549694,56.74816,0.0448,False,True,False,False,False,False,False,False,False,24.0,201.83,,,,,,,,,,,,,,,947,52411,113,213.4,23.3,4,0.74,J004211.9+564453,J004211+564453
10.686985,56.80872,0.1854,False,True,False,False,False,False,False,False,False,24.59,34.78,,,,,,,,,,,,,,,948,52428,136,42.0,9.9,2,1.1,J004244.8+564831,J004244+564831
10.648994,57.87988,0.1008,False,False,True,False,False,False,False,False,False,24.77,91.16,,,,,,,,,,,,,,,948,52428,432,233.0,2.2,4,0.25,J004235.7+575247,J004235+575247
11.09007,59.72832,0.3595,False,True,False,False,False,False,False,False,False,25.51,23.57,,,,,,,,,,,,,,,950,52378,448,81.0,,2,,,J004421+594341
11.460426,58.84987,0.4099,False,True,False,False,False,False,True,False,False,25.77,44.44,,,,,,,,,,,,,,,951,52398,71,109.2,7.8,2,0.11,J004550.5+585059,J004550+585059
12.041144,58.69257,0.1268,False,False,True,False,False,False,True,False,False,24.75,131.6,,,,,,,,,,,,,,,954,52405,241,139.0,1.0,4,0.23,J004809.8+584133,J004809+584133
12.429055,59.69191,0.2183,False,False,True,False,False,False,False,False,False,24.82,52.51,,,,,,,,,,,,,,,956,52401,317,49.7,2.6,2,0.38,J004942.9+594130,J004942+594130
13.130949,60.50902,0.3802,False,False,True,False,False,False,False,False,False,25.74,19.42,,,,,,,,,,,,,,,958,52410,416,120.1,,2,,,J005231+603032
13.583526,58.71822,0.1517,False,False,True,False,False,False,False,False,False,25.29,31.53,,,,,,,,,,,,,,,959,52411,38,324.2,,2,,,J005420+584305
13.350839,58.54889,0.0528,False,True,False,False,False,False,True,False,False,23.68,74.17,,,,,,,,,,,,,,,959,52411,269,74.0,5.4,4,0.76,J005324.2+583256,J005324+583256
13.385415,59.06361,0.1523,False,True,False,False,False,False,True,False,False,24.57,38.39,,,,,,,,,,,,,,,959,52411,393,61.4,14.4,2,2.84,J005332.4+590348,J005332+590348
13.547408,57.66157,0.301,False,False,True,False,False,False,False,False,False,25.79,13.36,,,,,,,,,,,,,,,960,52425,247,228.0,,2,,,J005411+573941
13.548021,57.6219,0.2218,False,True,False,False,False,False,False,False,False,24.87,32.74,,,,,,,,,,,,,,,960,52425,248,54.0,,2,,,J005411+573718
10.658922,46.20149,0.1861,False,False,False,False,False,False,True,False,False,25.18,123.88,,,,,,,,,,,,,,,962,52620,124,163.0,35.7,4,0.17,J004238.1+461205,J004238+461205
10.750762,47.29978,0.1449,False,False,True,False,False,False,False,False,False,24.62,21.69,,,,,,,,,,,,,,,962,52620,581,76.2,,2,,,J004300+471759
10.881417,48.44344,0.4743,False,False,True,False,False,False,False,False,False,26.05,9.99,,,,,,,,,,,,,,,963,52643,505,148.8,,2,,,J004331+482636
11.256433,49.94469,0.3115,False,True,False,False,False,False,True,False,False,25.8,34.46,,,,,,,,,,,,,,,965,52438,362,217.0,,2,,,J004501+495640
11.607321,50.22327,0.0539,False,True,False,False,False,False,True,False,False,23.45,61.15,10.83,3.3860863001735617,1.06,1.91,3.19,8.97242,7.88,-0.794,-2.942,0.0,-0.82,-0.262,5.49,0.0,966,52642,604,41.0,,2,,,J004625+501323
11.566454,49.06205,0.0316,False,True,False,True,False,False,False,False,False,24.22,126.8,,,,,,,,,,,,,,,967,52636,312,732.0,166.7,4,1.2,J004615.9+490343,J004615+490343
12.074566,50.17194,0.2087,False,False,True,False,False,False,False,False,False,24.9,104.62,,,,,,,,,,,,,,,969,52442,491,66.0,,4,,,J004817+501018
12.122532,51.02097,0.1848,False,False,True,False,False,False,False,False,False,24.79,10.82,,,,,,,,,,,,,,,969,52442,530,68.0,,2,,,J004829+510115
12.197521,48.81978,0.2943,False,False,True,False,False,False,False,False,False,25.5,24.53,,,,,,,,,,,,,,,970,52413,287,123.0,,2,,,J004847+484911
12.313856,50.43824,0.1992,False,False,True,False,False,False,False,False,False,25.82,196.39,,,,,,,,,,,,,,,970,52413,543,610.0,4.2,2,0.48,J004915.3+502617,J004915+502617
12.464676,49.67656,0.2649,False,False,True,False,False,False,True,False,False,24.93,68.58,,,,,,,,,,,,,,,971,52644,150,42.0,3.6,4,0.48,J004951.5+494035,J004951+494035
12.427837,49.07704,0.2619,False,True,False,False,False,False,True,False,False,24.9,61.54,,,,,,,,,,,,,,,971,52644,205,40.2,2.2,2,0.34,J004942.6+490437,J004942+490437
17.051246,32.47985,0.3086,False,True,False,False,False,False,False,False,False,25.29,25.18,,,,,,,,,,,,,,,973,52426,110,69.0,,2,,,J010812+322847
17.003119,32.58744,0.102,False,True,False,False,False,False,False,False,False,24.68,48.97,,,,,,,,,,,,,,,973,52426,181,185.0,,4,,,J010800+323514
16.975588,33.41166,0.1789,False,False,True,False,False,False,False,False,False,24.96,51.84,,,,,,,,,,,,,,,973,52426,394,108.0,,4,,,J010754+332441
21.339669,-0.35224,0.2103,False,False,True,False,False,False,False,False,False,24.73,17.63,,,,,,,,,,,,,,,987,52523,169,44.0,,2,,,J012521-002108
21.429543,0.9311,0.135,False,True,False,True,False,False,False,False,False,25.43,153.89,,,,,,,,,,,,,,,987,52523,636,580.0,,4,,,J012543+005551
21.409713,-0.53477,0.2354,False,False,True,False,False,False,False,False,False,25.07,36.19,,,,,,,,,,,,,,,988,52520,319,75.4,2.1,2,1.15,J012538.3-003205,J012538-003205
9.4136251,6.04524,0.2306,False,True,False,False,False,False,True,False,False,25.11,74.05,,,,,,,,,,,,,,,991,52707,577,86.9,3.0,4,0.52,J003739.2+060242,J003739+060242
9.5521678,5.24404,0.4213,False,True,False,True,False,False,False,False,False,25.61,30.4,,,,,,,,,,,,,,,992,52644,144,71.0,4.8,2,1.39,J003812.5+051438,J003812+051438
9.4625895,4.93744,0.341,False,False,True,False,False,False,False,False,False,25.37,13.94,,,,,,,,,,,,,,,992,52644,281,66.2,,2,,,J003751+045614
9.6411997,5.70416,0.3546,False,False,True,False,False,False,False,False,False,25.28,34.07,,,,,,,,,,,,,,,993,52710,318,48.6,,2,,,J003833+054214
9.7327555,6.01222,0.4093,False,False,True,False,False,False,False,False,False,25.41,49.75,,,,,,,,,,,,,,,993,52710,560,47.8,,2,,,J003855+060043
10.027944,6.81839,0.2266,False,False,True,False,False,False,False,False,False,25.19,21.0,,,,,,,,,,,,,,,995,52731,526,108.5,,2,,,J004006+064906
10.234557,6.24344,0.1066,False,False,True,False,False,False,False,False,False,24.39,14.15,,,,,,,,,,,,,,,996,52641,34,86.9,,2,,,J004056+061436
