idx,radioname,ra,dec,Label
S0556,J144228.67+294556.4,14 42 28.67,+29 45 56.4,nat
S0557,J144453.30+540617.2,14 44 53.30,+54 06 17.2,nat
S0558,J145144.40+162246.9,14 51 44.40,+16 22 46.9,nat
S0559,J145215.40+502225.0,14 52 15.40,+50 22 25.0,nat
S0560,J145238.29+073331.6,14 52 38.29,+07 33 31.6,nat
S0561,J145842.16+100624.2,14 58 42.16,+10 06 24.2,nat
S0562,J150050.73+124147.7,15 00 50.73,+12 41 47.7,nat
S0563,J150233.40+425556.5,15 02 33.40,+42 55 56.5,nat
S0564,J150547.86+154650.8,15 05 47.86,+15 46 50.8,nat
S0565,J150957.37+332715.0,15 09 57.37,+33 27 15.0,nat
S0566,J151449.36+101703.2,15 14 49.36,+10 17 03.2,nat
S0567,J152055.66+233725.2,15 20 55.66,+23 37 25.2,nat
S0568,J152441.55+095736.8,15 24 41.55,+09 57 36.8,nat
S0569,J152614.82+043830.2,15 26 14.82,+04 38 30.2,nat
S0570,J153008.02+452552.8,15 30 08.02,+45 25 52.8,nat
S0571,J153030.66+321056.6,15 30 30.66,+32 10 56.6,nat
S0573,J153631.19-020506.3,15 36 31.19,-02 05 06.3,nat
S0574,J153928.61+180559.2,15 39 28.61,+18 05 59.2,nat
S0575,J154141.70+030103.0,15 41 41.70,+03 01 03.0,nat
S0576,J154409.94+175504.8,15 44 09.94,+17 55 04.8,nat
S0577,J154446.24+604219.9,15 44 46.24,+60 42 19.9,nat
S0578,J154547.40-023759.6,15 45 47.40,-02 37 59.6,nat
S0579,J154553.98+030912.3,15 45 53.98,+03 09 12.3,nat
S0580,J154630.86+262031.3,15 46 30.86,+26 20 31.3,nat
S0581,J154849.35+361035.4,15 48 49.35,+36 10 35.4,nat
S0582,J155020.46+151614.1,15 50 20.46,+15 16 14.1,nat
S0583,J155154.65+402518.9,15 51 54.65,+40 25 18.9,nat
S0584,J155345.53+153013.6,15 53 45.53,+15 30 13.6,nat
S0586,J155522.00+453100.8,15 55 22.00,+45 31 00.8,nat
S0589,J160340.50+313300.7,16 03 40.50,+31 33 00.7,nat
S0590,J160723.84+344210.9,16 07 23.84,+34 42 10.9,nat
S0591,J160930.66+614419.5,16 09 30.66,+61 44 19.5,nat
S0592,J161039.03+120318.8,16 10 39.03,+12 03 18.8,nat
S0593,J161102.89+041503.1,16 11 02.89,+04 15 03.1,nat
S0594,J161335.02+192105.8,16 13 35.02,+19 21 05.8,nat
S0595,J161610.48+090655.3,16 16 10.48,+09 06 55.3,nat
S0596,J161637.83+422655.7,16 16 37.83,+42 26 55.7,nat
S0597,J162346.00+111047.4,16 23 46.00,+11 10 47.4,nat
S0598,J162523.45+093229.2,16 25 23.45,+09 32 29.2,nat
S0599,J163402.06+062639.3,16 34 02.06,+06 26 39.3,nat
S0600,J163930.32+534654.9,16 39 30.32,+53 46 54.9,nat
S0601,J164044.33+463406.5,16 40 44.33,+46 34 06.5,nat
S0602,J164053.90+324728.4,16 40 53.90,+32 47 28.4,nat
S0603,J164330.08+140614.2,16 43 30.08,+14 06 14.2,nat
S0604,J165036.46+330300.1,16 50 36.46,+33 03 00.1,nat
S0605,J165205.38+305517.0,16 52 05.38,+30 55 17.0,nat
S0607,J170047.39+444242.0,17 00 47.39,+44 42 42.0,nat
S0608,J170332.97+413957.6,17 03 32.97,+41 39 57.6,nat
S0609,J170451.26+245233.6,17 04 51.26,+24 52 33.6,nat
S0610,J171013.72+402203.4,17 10 13.72,+40 22 03.4,nat
S0611,J171316.01+634737.5,17 13 16.01,+63 47 37.5,nat
S0612,J172152.24+472636.8,17 21 52.24,+47 26 36.8,nat
S0613,J172552.31+494911.7,17 25 52.31,+49 49 11.7,nat
S0614,J172613.09+453028.8,17 26 13.09,+45 30 28.8,nat
S0615,J172802.55+404547.1,17 28 02.55,+40 45 47.1,nat
S0616,J172921.19+541526.1,17 29 21.19,+54 15 26.1,nat
S0617,J173343.25+422912.1,17 33 43.25,+42 29 12.1,nat
S0618,J205845.62+093009.9,20 58 45.62,+09 30 09.9,nat
S0620,J212616.07-071046.4,21 26 16.07,-07 10 46.4,nat
S0621,J213726.40-013414.7,21 37 26.40,-01 34 14.7,nat
S0622,J213926.27-074223.4,21 39 26.27,-07 42 23.4,nat
S0623,J215250.62+090759.7,21 52 50.62,+09 07 59.7,nat
S0624,J215422.62+003710.8,21 54 22.62,+00 37 10.8,nat
S0625,J215526.18+084648.5,21 55 26.18,+08 46 48.5,nat
S0626,J215541.97+123128.6,21 55 41.97,+12 31 28.6,nat
S0627,J215934.35-054254.3,21 59 34.35,-05 42 54.3,nat
S0628,J222235.28+143535.4,22 22 35.28,+14 35 35.4,nat
S0629,J222421.97+012631.3,22 24 21.97,+01 26 31.3,nat
S0630,J223424.76+055242.5,22 34 24.76,+05 52 42.5,nat
S0631,J223902.43-093235.6,22 39 02.43,-09 32 35.6,nat
S0633,J230046.83+142602.8,23 00 46.83,+14 26 02.8,nat
S0634,J230429.26-095204.8,23 04 29.26,-09 52 04.8,nat
S0635,J231015.98+144122.3,23 10 15.98,+14 41 22.3,nat
S0636,J233236.03+101627.8,23 32 36.03,+10 16 27.8,nat
S0637,J234654.00-015409.4,23 46 54.00,-01 54 09.4,nat
S0638,J234802.21+115722.9,23 48 02.21,+11 57 22.9,nat
L0017,J000730.00+123324.6,00 07 30.00,+12 33 24.6,sfri
L0431,J070642.10+484102.5,07 06 42.10,+48 41 02.5,sfri
L0448,J071110.67+541332.4,07 11 10.67,+54 13 32.4,sfri
L0534,J073247.64+384054.6,07 32 47.64,+38 40 54.6,sfri
L0657,J075852.56+283539.2,07 58 52.56,+28 35 39.2,sfri
L0686,J080543.44+161357.0,08 05 43.44,+16 13 57.0,sfri
L0755,J081736.44+595718.5,08 17 36.44,+59 57 18.5,sfri
L0800,J082252.30+084720.6,08 22 52.30,+08 47 20.6,sfri
L0953,J084413.00+632912.9,08 44 13.00,+63 29 12.9,sfri
L1004,J084959.45+424626.0,08 49 59.45,+42 46 26.0,sfri
L1006,J085014.68+310412.7,08 50 14.68,+31 04 12.7,sfri
L1015,J085101.56+163848.6,08 51 01.56,+16 38 48.6,sfri
L1030,J085242.51+154416.5,08 52 42.51,+15 44 16.5,sfri
L1069,J085814.32+505333.3,08 58 14.32,+50 53 33.3,sfri
L1083,J085924.53+361330.9,08 59 24.53,+36 13 30.9,sfri
L1121,J090235.04+204412.5,09 02 35.04,+20 44 12.5,sfri
L1163,J090835.77+483916.6,09 08 35.77,+48 39 16.6,sfri
L1312,J092708.52+475129.4,09 27 08.52,+47 51 29.4,sfri
L1338,J093149.19+194243.5,09 31 49.19,+19 42 43.5,sfri
L1372,J093636.74+100202.9,09 36 36.74,+10 02 02.9,sfri
L1396,J093953.25+233905.4,09 39 53.25,+23 39 05.4,sfri
L1451,J094743.63+181633.6,09 47 43.63,+18 16 33.6,sfri
L1463,J094942.77-005026.4,09 49 42.77,-00 50 26.4,sfri
L1500,J095528.08+034517.1,09 55 28.08,+03 45 17.1,sfri
L1580,J100709.94+133555.2,10 07 09.94,+13 35 55.2,sfri
L1589,J100836.78+281259.3,10 08 36.78,+28 12 59.3,sfri
L1643,J101625.63+083905.4,10 16 25.63,+08 39 05.4,sfri
L1663,J101919.80+422737.3,10 19 19.80,+42 27 37.3,sfri
L1670,J102040.85+315514.3,10 20 40.85,+31 55 14.3,sfri
L1682,J102238.27+383449.2,10 22 38.27,+38 34 49.2,sfri
L1741,J103019.17-071725.2,10 30 19.17,-07 17 25.2,sfri
L1860,J104645.76+314422.3,10 46 45.76,+31 44 22.3,sfri
L1867,J104714.09-002806.0,10 47 14.09,-00 28 06.0,sfri
L1871,J104742.65+434706.5,10 47 42.65,+43 47 06.5,sfri
L1907,J105238.94+313418.2,10 52 38.94,+31 34 18.2,sfri
L1937,J105704.78+614715.8,10 57 04.78,+61 47 15.8,sfri
L2139,J112923.68+210123.2,11 29 23.68,+21 01 23.2,sfri
L2169,J113241.76+121322.2,11 32 41.76,+12 13 22.2,sfri
L2235,J114144.65+131103.6,11 41 44.65,+13 11 03.6,sfri
L2246,J114305.95+184341.9,11 43 05.95,+18 43 41.9,sfri
L2256,J114432.78+213215.5,11 44 32.78,+21 32 15.5,sfri
L2266,J114546.50-041452.1,11 45 46.50,-04 14 52.1,sfri
L2267,J114555.75+283405.9,11 45 55.75,+28 34 05.9,sfri
L2306,J115125.78+545008.8,11 51 25.78,+54 50 08.8,sfri
L2402,J120240.46-031436.0,12 02 40.46,-03 14 36.0,sfri
L2410,J120333.68+110610.1,12 03 33.68,+11 06 10.1,sfri
L2507,J121627.43+292849.6,12 16 27.43,+29 28 49.6,sfri
L2605,J122849.68+215648.9,12 28 49.68,+21 56 48.9,sfri
L2675,J124007.70-042946.6,12 40 07.70,-04 29 46.6,sfri
L2677,J124009.37-042052.0,12 40 09.37,-04 20 52.0,sfri
L2703,J124335.28+092422.2,12 43 35.28,+09 24 22.2,sfri
L2740,J124843.22-034119.7,12 48 43.22,-03 41 19.7,sfri
L2754,J125115.07+204107.2,12 51 15.07,+20 41 07.2,sfri
L2777,J125418.24+152821.0,12 54 18.24,+15 28 21.0,sfri
L2778,J125418.66+002954.0,12 54 18.66,+00 29 54.0,sfri
L2794,J125658.49+061915.6,12 56 58.49,+06 19 15.6,sfri
L2890,J131234.79+111002.3,13 12 34.79,+11 10 02.3,sfri
L2908,J131459.33+061622.2,13 14 59.33,+06 16 22.2,sfri
L3007,J132656.87+481430.0,13 26 56.87,+48 14 30.0,sfri
L3012,J132731.03+510118.9,13 27 31.03,+51 01 18.9,sfri
L3033,J133037.19+390813.4,13 30 37.19,+39 08 13.4,sfri
L3037,J133105.89+163041.9,13 31 05.89,+16 30 41.9,sfri
L3132,J134056.81+621429.1,13 40 56.81,+62 14 29.1,sfri
L3207,J135342.29+331339.5,13 53 42.29,+33 13 39.5,sfri
L3228,J135620.37+181748.9,13 56 20.37,+18 17 48.9,sfri
L3247,J135822.72+181800.7,13 58 22.72,+18 18 00.7,sfri
L3249,J135827.09+080701.8,13 58 27.09,+08 07 01.8,sfri
L3251,J135835.16+092214.4,13 58 35.16,+09 22 14.4,sfri
L3268,J140000.27+283001.8,14 00 00.27,+28 30 01.8,sfri
L3285,J140220.92+013913.8,14 02 20.92,+01 39 13.8,sfri
L3312,J140617.86+275614.3,14 06 17.86,+27 56 14.3,sfri
L3356,J141251.76+283125.7,14 12 51.76,+28 31 25.7,sfri
L3373,J141513.62-013707.8,14 15 13.62,-01 37 07.8,sfri
L3489,J143039.05+100007.7,14 30 39.05,+10 00 07.7,sfri
L3503,J143136.43+522724.0,14 31 36.43,+52 27 24.0,sfri
L3505,J143149.56+605056.6,14 31 49.56,+60 50 56.6,sfri
L3526,J143408.36+013644.3,14 34 08.36,+01 36 44.3,sfri
L3643,J144921.99+501948.4,14 49 21.99,+50 19 48.4,sfri
L3658,J145051.53+121235.4,14 50 51.53,+12 12 35.4,sfri
L3742,J150209.00+530411.3,15 02 09.00,+53 04 11.3,sfri
L3795,J151033.00+184438.9,15 10 33.00,+18 44 38.9,sfri
L3897,J152847.07+064525.5,15 28 47.07,+06 45 25.5,sfri
L3973,J154216.85+555404.1,15 42 16.85,+55 54 04.1,sfri
L4008,J154807.30+400948.7,15 48 07.30,+40 09 48.7,sfri
L4023,J154952.35+190950.2,15 49 52.35,+19 09 50.2,sfri
L4121,J160646.74+223828.4,16 06 46.74,+22 38 28.4,sfri
L4156,J161247.54+052007.1,16 12 47.54,+05 20 07.1,sfri
L4167,J161403.48+590102.9,16 14 03.48,+59 01 02.9,sfri
L4198,J161913.13+112205.4,16 19 13.13,+11 22 05.4,sfri
L4264,J163017.29+143508.4,16 30 17.29,+14 35 08.4,sfri
L4292,J163516.00+504037.9,16 35 16.00,+50 40 37.9,sfri
L4565,J205151.94+033310.1,20 51 51.94,+03 33 10.1,sfri
L4571,J205803.96-001838.4,20 58 03.96,-00 18 38.4,sfri
L4733,J224417.77+055458.1,22 44 17.77,+05 54 58.1,sfri
L4757,J225831.93+053020.4,22 58 31.93,+05 30 20.4,sfri
L4787,J231128.07-071915.4,23 11 28.07,-07 19 15.4,sfri
M0003,J100152.89-005241.0,10 01 52.89,-00 52 41.0,sfri
M0009,J104958.85+001920.3,10 49 58.85,+00 19 20.3,sfri
M0017,J122032.81+000417.4,12 20 32.81,+00 04 17.4,sfri
M0031,J143919.00+003819.0,14 39 19.00,+00 38 19.0,sfri
M0032,J143848.39+004056.6,14 38 48.39,+00 40 56.6,sfri
M0034,J144724.04-002411.0,14 47 24.04,-00 24 11.0,sfri
M0065,J230326.14-002137.8,23 03 26.14,-00 21 37.8,sfri
M0082,J020007.94+000127.1,02 00 07.94,+00 01 27.1,sfri
M0090,J081125.64+433742.3,08 11 25.64,+43 37 42.3,sfri
M0116,J100043.19+014607.9,10 00 43.19,+01 46 07.9,sfri
M0123,J110802.68+024601.6,11 08 02.68,+02 46 01.6,sfri
M0141,J132644.64+031155.1,13 26 44.64,+03 11 55.1,sfri
M0147,J074535.73+335746.7,07 45 35.73,+33 57 46.7,sfri
M0151,J083346.88+451519.5,08 33 46.88,+45 15 19.5,sfri
M0158,J091014.88+533950.6,09 10 14.88,+53 39 50.6,sfri
M0159,J091225.08+534139.2,09 12 25.08,+53 41 39.2,sfri
M0173,J093058.74+034827.8,09 30 58.74,+03 48 27.8,sfri
M0174,J095527.76+034516.8,09 55 27.76,+03 45 16.8,sfri
M0177,J101356.38+040857.9,10 13 56.38,+04 08 57.9,sfri
M0194,J150959.40+030011.1,15 09 59.40,+03 00 11.1,sfri
M0198,J153206.43+034158.3,15 32 06.43,+03 41 58.3,sfri
M0209,J143147.55+605109.5,14 31 47.55,+60 51 09.5,sfri
M0212,J153250.69+573425.1,15 32 50.69,+57 34 25.1,sfri
M0214,J155721.40+544016.0,15 57 21.40,+54 40 16.0,sfri
M0215,J155750.26+534334.1,15 57 50.26,+53 43 34.1,sfri
M0231,J004312.85-103956.1,00 43 12.85,-10 39 56.1,sfri
M0239,J013327.25-082416.5,01 33 27.25,-08 24 16.5,sfri
M0260,J230632.18-093020.6,23 06 32.18,-09 30 20.6,sfri
M0267,J081140.50+401457.3,08 11 40.50,+40 14 57.3,sfri
M0269,J083112.16+434158.5,08 31 12.16,+43 41 58.5,sfri
M0273,J090836.47+483918.3,09 08 36.47,+48 39 18.3,sfri
M0282,J111903.89+602840.8,11 19 03.89,+60 28 40.8,sfri
M0288,J130239.05+622939.3,13 02 39.05,+62 29 39.3,sfri
M0293,J132218.27+604421.5,13 22 18.27,+60 44 21.5,sfri
M0302,J163315.26+401059.9,16 33 15.26,+40 10 59.9,sfri
M0309,J090542.61+422113.2,09 05 42.61,+42 21 13.2,sfri
M0312,J114208.92+043733.6,11 42 08.92,+04 37 33.6,sfri
M0313,J114111.82+054405.1,11 41 11.82,+05 44 05.1,sfri
M0329,J082204.96+323006.2,08 22 04.96,+32 30 06.2,sfri
M0331,J103649.08+484949.0,10 36 49.08,+48 49 49.0,sfri
M0338,J125437.77+530524.0,12 54 37.77,+53 05 24.0,sfri
M0339,J080113.28+344030.9,08 01 13.28,+34 40 30.9,sfri
M0343,J083107.69+391420.5,08 31 07.69,+39 14 20.5,sfri
M0345,J085156.01+424360.0,08 51 56.01,+42 43 60.0,sfri
M0353,J105147.40+552308.4,10 51 47.40,+55 23 08.4,sfri
M0360,J134918.73-014921.5,13 49 18.73,-01 49 21.5,sfri
M0361,J141513.99-013703.8,14 15 13.99,-01 37 03.8,sfri
M0368,J075506.67+262115.9,07 55 06.67,+26 21 15.9,sfri
M0369,J081111.51+284750.5,08 11 11.51,+28 47 50.5,sfri
M0370,J082215.38+314036.3,08 22 15.38,+31 40 36.3,sfri
M0372,J082835.20+322825.2,08 28 35.20,+32 28 25.2,sfri
M0376,J094841.06+421813.2,09 48 41.06,+42 18 13.2,sfri
M0380,J103258.90+564453.4,10 32 58.90,+56 44 53.4,sfri
M0384,J112737.53+585059.5,11 27 37.53,+58 50 59.5,sfri
M0389,J132103.02+583256.0,13 21 03.02,+58 32 56.0,sfri
M0390,J132307.49+590349.0,13 23 07.49,+59 03 49.0,sfri
M0392,J133252.88+573718.8,13 32 52.88,+57 37 18.8,sfri
M0396,J111523.16+495640.9,11 15 23.16,+49 56 40.9,sfri
M0397,J113626.36+501323.8,11 36 26.36,+50 13 23.8,sfri
M0405,J170304.49+322847.5,17 03 04.49,+32 28 47.5,sfri
M0411,J092449.05+060242.9,09 24 49.05,+06 02 42.9,sfri
M0422,J105452.11+074006.4,10 54 52.11,+07 40 06.4,sfri
M0428,J100804.14+502642.8,10 08 04.14,+50 26 42.8,sfri
M0429,J102116.24+495040.5,10 21 16.24,+49 50 40.5,sfri
M0435,J112942.18+542528.9,11 29 42.18,+54 25 28.9,sfri
M0438,J115125.67+545006.9,11 51 25.67,+54 50 06.9,sfri
M0459,J150950.13+521739.9,15 09 50.13,+52 17 39.9,sfri
M0460,J151112.05+524652.6,15 11 12.05,+52 46 52.6,sfri
M0485,J093349.83+451957.8,09 33 49.83,+45 19 57.8,sfri
M0492,J091507.68+362232.3,09 15 07.68,+36 22 32.3,sfri
M0496,J101919.86+422734.8,10 19 19.86,+42 27 34.8,sfri
M0497,J110617.02+085833.3,11 06 17.02,+08 58 33.3,sfri
M0503,J100508.09+091233.4,10 05 08.09,+09 12 33.4,sfri
M0509,J101912.23+080447.9,10 19 12.23,+08 04 47.9,sfri
M0516,J081243.77+250247.3,08 12 43.77,+25 02 47.3,sfri
M0521,J085950.93+320748.4,08 59 50.93,+32 07 48.4,sfri
M0524,J124913.21+500043.7,12 49 13.21,+50 00 43.7,sfri
M0528,J132020.35+485409.1,13 20 20.35,+48 54 09.1,sfri
M0536,J150033.62+422018.0,15 00 33.62,+42 20 18.0,sfri
M0539,J085101.93+080050.6,08 51 01.93,+08 00 50.6,sfri
M0552,J123424.36+575327.2,12 34 24.36,+57 53 27.2,sfri
M0557,J143137.00+522724.9,14 31 37.00,+52 27 24.9,sfri
M0565,J163822.52+325111.8,16 38 22.52,+32 51 11.8,sfri
M0567,J134651.23+415154.7,13 46 51.23,+41 51 54.7,sfri
M0573,J151037.55+364929.8,15 10 37.55,+36 49 29.8,sfri
M0580,J105259.98+430255.0,10 52 59.98,+43 02 55.0,sfri
M0582,J114623.00+442459.1,11 46 23.00,+44 24 59.1,sfri
M0584,J114034.41+440548.1,11 40 34.41,+44 05 48.1,sfri
M0586,J115109.40+435918.7,11 51 09.40,+43 59 18.7,sfri
M0587,J114948.11+435412.6,11 49 48.11,+43 54 12.6,sfri
M0597,J134441.54+402802.2,13 44 41.54,+40 28 02.2,sfri
M0608,J161258.51+260135.0,16 12 58.51,+26 01 35.0,sfri
M0609,J142118.30+431110.4,14 21 18.30,+43 11 10.4,sfri
M0616,J154417.88+344146.6,15 44 17.88,+34 41 46.6,sfri
M0622,J154709.22+353846.2,15 47 09.22,+35 38 46.2,sfri
M0624,J160810.88+325418.7,16 08 10.88,+32 54 18.7,sfri
M0625,J161828.99+295859.6,16 18 28.99,+29 58 59.6,sfri
M0626,J102237.41+383445.0,10 22 37.41,+38 34 45.0,sfri
M0627,J102703.84+382013.1,10 27 03.84,+38 20 13.1,sfri
M0629,J103502.62+425548.4,10 35 02.62,+42 55 48.4,sfri
M0630,J103636.24+383508.2,10 36 36.24,+38 35 08.2,sfri
M0631,J104336.03+393411.3,10 43 36.03,+39 34 11.3,sfri
M0633,J104742.83+434652.7,10 47 42.83,+43 46 52.7,sfri
M0637,J105348.93+402346.0,10 53 48.93,+40 23 46.0,sfri
M0659,J134300.37+462719.9,13 43 00.37,+46 27 19.9,sfri
M0666,J161836.13+270741.5,16 18 36.13,+27 07 41.5,sfri
M0667,J162228.86+264658.1,16 22 28.86,+26 46 58.1,sfri
M0685,J113151.21+111544.3,11 31 51.21,+11 15 44.3,sfri
M0687,J113242.03+121311.9,11 32 42.03,+12 13 11.9,sfri
M0696,J114125.98+080216.5,11 41 25.98,+08 02 16.5,sfri
M0698,J114339.84+072959.6,11 43 39.84,+07 29 59.6,sfri
M0700,J120118.20+061859.3,12 01 18.20,+06 18 59.3,sfri
M0701,J121143.17+080108.3,12 11 43.17,+08 01 08.3,sfri
M0712,J151744.97+310015.8,15 17 44.97,+31 00 15.8,sfri
M0716,J152234.04+310910.7,15 22 34.04,+31 09 10.7,sfri
M0719,J154413.50+283843.5,15 44 13.50,+28 38 43.5,sfri
M0724,J141243.84+495206.5,14 12 43.84,+49 52 06.5,sfri
M0732,J160923.21+352240.5,16 09 23.21,+35 22 40.5,sfri
M0738,J164924.02+263502.6,16 49 24.02,+26 35 02.6,sfri
M0742,J165748.27+272521.3,16 57 48.27,+27 25 21.3,sfri
M0746,J135329.98+113830.0,13 53 29.98,+11 38 30.0,sfri
M0763,J153621.12+084112.2,15 36 21.12,+08 41 12.2,sfri
M0765,J154635.78+084424.6,15 46 35.78,+08 44 24.6,sfri
M0774,J161713.47+063729.4,16 17 13.47,+06 37 29.4,sfri
M0778,J073658.10+432902.0,07 36 58.10,+43 29 02.0,sfri
M0798,J110651.16+141212.5,11 06 51.16,+14 12 12.5,sfri
M0803,J085105.27+085106.7,08 51 05.27,+08 51 06.7,sfri
M0805,J114910.67+151924.7,11 49 10.67,+15 19 24.7,sfri
M0807,J120725.24+142125.6,12 07 25.24,+14 21 25.6,sfri
M0814,J081421.69+522410.1,08 14 21.69,+52 24 10.1,sfri
M0834,J132624.77+074627.4,13 26 24.77,+07 46 27.4,sfri
M0838,J135650.10+070932.4,13 56 50.10,+07 09 32.4,sfri
M0839,J135124.56+085216.4,13 51 24.56,+08 52 16.4,sfri
M0841,J140631.67+093620.8,14 06 31.67,+09 36 20.8,sfri
M0848,J150356.71+081937.5,15 03 56.71,+08 19 37.5,sfri
M0855,J161247.46+051958.8,16 12 47.46,+05 19 58.8,sfri
M0859,J144626.18+063359.1,14 46 26.18,+06 33 59.1,sfri
M0861,J145435.23+053647.6,14 54 35.23,+05 36 47.6,sfri
M0863,J151659.25+051751.5,15 16 59.25,+05 17 51.5,sfri
M0867,J135526.20+352544.1,13 55 26.20,+35 25 44.1,sfri
M0875,J161925.31+202550.1,16 19 25.31,+20 25 50.1,sfri
M0877,J073050.67+445600.9,07 30 50.67,+44 56 00.9,sfri
M0884,J074708.36+171726.6,07 47 08.36,+17 17 26.6,sfri
M0888,J081854.09+224744.8,08 18 54.09,+22 47 44.8,sfri
M0892,J083147.84+223905.9,08 31 47.84,+22 39 05.9,sfri
M0896,J090238.58+264400.5,09 02 38.58,+26 44 00.5,sfri
M0900,J095801.68+285135.5,09 58 01.68,+28 51 35.5,sfri
M0903,J100559.75+354404.8,10 05 59.75,+35 44 04.8,sfri
M0908,J102242.60+332544.5,10 22 42.60,+33 25 44.5,sfri
M0912,J123650.25+331518.6,12 36 50.25,+33 15 18.6,sfri
M0914,J103036.16+355459.8,10 30 36.16,+35 54 59.8,sfri
M0922,J124541.96+332428.6,12 45 41.96,+33 24 28.6,sfri
M0925,J124439.78+375908.6,12 44 39.78,+37 59 08.6,sfri
M0927,J110522.81+300941.5,11 05 22.81,+30 09 41.5,sfri
M0931,J113222.83+393525.9,11 32 22.83,+39 35 25.9,sfri
M0935,J123954.46+374355.4,12 39 54.46,+37 43 55.4,sfri
M0947,J122208.08+341057.1,12 22 08.08,+34 10 57.1,sfri
M0952,J104645.87+314426.9,10 46 45.87,+31 44 26.9,sfri
M0958,J125537.06+345645.5,12 55 37.06,+34 56 45.5,sfri
M0960,J135250.71+361638.2,13 52 50.71,+36 16 38.2,sfri
M0962,J111332.17+355904.3,11 13 32.17,+35 59 04.3,sfri
M0977,J120647.65+315231.5,12 06 47.65,+31 52 31.5,sfri
M0986,J110140.09+331720.6,11 01 40.09,+33 17 20.6,sfri
M0991,J135432.97+281436.2,13 54 32.97,+28 14 36.2,sfri
M0996,J135450.03+332435.1,13 54 50.03,+33 24 35.1,sfri
M0997,J135553.63+262217.9,13 55 53.63,+26 22 17.9,sfri
M0998,J140709.82+261848.3,14 07 09.82,+26 18 48.3,sfri
M1001,J141251.32+283124.5,14 12 51.32,+28 31 24.5,sfri
M1005,J142041.96+250844.2,14 20 41.96,+25 08 44.2,sfri
M1006,J142440.53+263730.5,14 24 40.53,+26 37 30.5,sfri
M1010,J143526.24+275335.6,14 35 26.24,+27 53 35.6,sfri
M1011,J143716.82+245209.2,14 37 16.82,+24 52 09.2,sfri
M1015,J143715.01+244532.2,14 37 15.01,+24 45 32.2,sfri
M1017,J144921.62+253323.9,14 49 21.62,+25 33 23.9,sfri
M1026,J150230.24+230800.9,15 02 30.24,+23 08 00.9,sfri
M1041,J161138.84+153255.0,16 11 38.84,+15 32 55.0,sfri
M1046,J162309.29+142149.5,16 23 09.29,+14 21 49.5,sfri
M1048,J162918.66+133824.0,16 29 18.66,+13 38 24.0,sfri
M1051,J163043.14+163910.8,16 30 43.14,+16 39 10.8,sfri
M1056,J110823.01+291427.6,11 08 23.01,+29 14 27.6,sfri
M1061,J112912.15+273314.0,11 29 12.15,+27 33 14.0,sfri
M1076,J125157.06+300926.2,12 51 57.06,+30 09 26.2,sfri
M1087,J082556.15+175139.6,08 25 56.15,+17 51 39.6,sfri
M1096,J090234.90+204417.9,09 02 34.90,+20 44 17.9,sfri
M1108,J095737.87+261025.2,09 57 37.87,+26 10 25.2,sfri
M1133,J095716.41+190651.3,09 57 16.41,+19 06 51.3,sfri
M1135,J102412.40+210522.2,10 24 12.40,+21 05 22.2,sfri
M1139,J081141.63+102912.0,08 11 41.63,+10 29 12.0,sfri
M1141,J084446.64+115455.4,08 44 46.64,+11 54 55.4,sfri
M1143,J085311.25+131836.6,08 53 11.25,+13 18 36.6,sfri
M1157,J111132.60+162619.4,11 11 32.60,+16 26 19.4,sfri
M1162,J112924.14+210113.9,11 29 24.14,+21 01 13.9,sfri
M1175,J114646.65+232810.8,11 46 46.65,+23 28 10.8,sfri
M1179,J115131.05+163126.3,11 51 31.05,+16 31 26.3,sfri
M1184,J155034.84+120040.9,15 50 34.84,+12 00 40.9,sfri
M1187,J155749.62+161836.7,15 57 49.62,+16 18 36.7,sfri
M1197,J163151.02+085307.5,16 31 51.02,+08 53 07.5,sfri
M1202,J092101.47+112945.4,09 21 01.47,+11 29 45.4,sfri
M1204,J092406.80+131259.9,09 24 06.80,+13 12 59.9,sfri
M1207,J095547.10+145548.2,09 55 47.10,+14 55 48.2,sfri
M1213,J102111.60+183811.0,10 21 11.60,+18 38 11.0,sfri
M1216,J120603.55+162634.9,12 06 03.55,+16 26 34.9,sfri
M1217,J122338.73+164438.4,12 23 38.73,+16 44 38.4,sfri
M1218,J122446.75+182532.1,12 24 46.75,+18 25 32.1,sfri
M1220,J123921.86+171157.5,12 39 21.86,+17 11 57.5,sfri
M1227,J133105.84+163039.8,13 31 05.84,+16 30 39.8,sfri
M1229,J121532.37+184249.4,12 15 32.37,+18 42 49.4,sfri
M1230,J122206.94+205936.5,12 22 06.94,+20 59 36.5,sfri
M1245,J133751.79+183828.3,13 37 51.79,+18 38 28.3,sfri
M1249,J121945.99+225510.4,12 19 45.99,+22 55 10.4,sfri
M1258,J133632.19+211956.9,13 36 32.19,+21 19 56.9,sfri
M1264,J130822.07+233116.0,13 08 22.07,+23 31 16.0,sfri
M1266,J132000.20+253243.9,13 20 00.20,+25 32 43.9,sfri
M1271,J143024.34+143527.2,14 30 24.34,+14 35 27.2,sfri
M1273,J145001.50+144747.9,14 50 01.50,+14 47 47.9,sfri
M1275,J150003.97+132745.6,15 00 03.97,+13 27 45.6,sfri
M1279,J134846.03+182519.6,13 48 46.03,+18 25 19.6,sfri
M1289,J140150.76+201009.1,14 01 50.76,+20 10 09.1,sfri
